MSN,YYYYMM,Value,Column_Order,Description,Unit,Y,M
SOC5BUS,201512,0.22,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,12
SOC5BUS,201601,0.242,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,1
SOC5BUS,201602,0.36,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,2
SOC5BUS,201603,0.411,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,3
SOC5BUS,201604,0.426,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,4
SOC5BUS,201605,0.44,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,5
SOC5BUS,201606,0.488,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,6
SOC5BUS,201607,0.511,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,7
SOC5BUS,201608,0.534,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,8
SOC5BUS,201609,0.447,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,9
SOC5BUS,201610,0.392,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,10
SOC5BUS,201611,0.33,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,11
SOC5BUS,201612,0.306,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2016,12
SOC5BUS,201701,0.205,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,1
SOC5BUS,201702,0.241,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,2
SOC5BUS,201703,0.447,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,3
SOC5BUS,201704,0.464,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,4
SOC5BUS,201705,0.599,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,5
SOC5BUS,201706,0.653,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,6
SOC5BUS,201707,0.579,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,7
SOC5BUS,201708,0.555,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,8
SOC5BUS,201709,0.54,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,9
SOC5BUS,201710,0.493,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,10
SOC5BUS,201711,0.289,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,11
SOC5BUS,201712,0.268,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2017,12
SOC5BUS,201801,0.268,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2018,1
SOC5BUS,201802,0.356,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2018,2
SOC5BUS,201803,0.425,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2018,3
SOI5BUS,201201,0.006,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,1
SOI5BUS,201202,0.007,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,2
SOI5BUS,201203,0.009,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,3
SOI5BUS,201204,0.012,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,4
SOI5BUS,201205,0.012,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,5
SOI5BUS,201206,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,6
SOI5BUS,201207,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,7
SOI5BUS,201208,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,8
SOI5BUS,201209,0.015,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,9
SOI5BUS,201210,0.012,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,10
SOI5BUS,201211,0.01,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,11
SOI5BUS,201212,0.007,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2012,12
SOI5BUS,201301,0.007,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,1
SOI5BUS,201302,0.009,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,2
SOI5BUS,201303,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,3
SOI5BUS,201304,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,4
SOI5BUS,201305,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,5
SOI5BUS,201306,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,6
SOI5BUS,201307,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,7
SOI5BUS,201308,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,8
SOI5BUS,201309,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,9
SOI5BUS,201310,0.015,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,10
SOI5BUS,201311,0.012,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,11
SOI5BUS,201312,0.011,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2013,12
SOI5BUS,201401,0.007,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,1
SOI5BUS,201402,0.009,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,2
SOI5BUS,201403,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,3
SOI5BUS,201404,0.015,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,4
SOI5BUS,201405,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,5
SOI5BUS,201406,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,6
SOI5BUS,201407,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,7
SOI5BUS,201408,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,8
SOI5BUS,201409,0.015,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,9
SOI5BUS,201410,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,10
SOI5BUS,201411,0.011,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,11
SOI5BUS,201412,0.007,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2014,12
SOI5BUS,201501,0.009,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,1
SOI5BUS,201502,0.011,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,2
SOI5BUS,201503,0.017,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,3
SOI5BUS,201504,0.02,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,4
SOI5BUS,201505,0.021,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,5
SOI5BUS,201506,0.02,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,6
SOI5BUS,201507,0.021,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,7
SOI5BUS,201508,0.022,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,8
SOI5BUS,201509,0.018,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,9
SOI5BUS,201510,0.016,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,10
SOI5BUS,201511,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,11
SOI5BUS,201512,0.009,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2015,12
SOI5BUS,201601,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,1
SOI5BUS,201602,0.019,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,2
SOI5BUS,201603,0.02,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,3
SOI5BUS,201604,0.023,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,4
SOI5BUS,201605,0.024,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,5
SOI5BUS,201606,0.027,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,6
SOI5BUS,201607,0.028,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,7
SOI5BUS,201608,0.027,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,8
SOI5BUS,201609,0.022,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,9
SOI5BUS,201610,0.02,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,10
SOI5BUS,201611,0.018,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,11
SOI5BUS,201612,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2016,12
SOI5BUS,201701,0.013,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,1
SOI5BUS,201702,0.014,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,2
SOI5BUS,201703,0.025,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,3
SOI5BUS,201704,0.026,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,4
SOI5BUS,201705,0.035,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,5
SOI5BUS,201706,0.072,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,6
SOI5BUS,201707,0.066,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,7
SOI5BUS,201708,0.064,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,8
SOI5BUS,201709,0.06,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,9
SOI5BUS,201710,0.055,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,10
SOI5BUS,201711,0.034,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,11
SOI5BUS,201712,0.032,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2017,12
SOI5BUS,201801,0.033,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2018,1
SOI5BUS,201802,0.048,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2018,2
SOI5BUS,201803,0.058,8,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector,Trillion Btu,2018,3
SOEGBUS,201201,0.868,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,1
SOEGBUS,201202,1.229,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,2
SOEGBUS,201203,2.106,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,3
SOEGBUS,201204,2.901,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,4
SOEGBUS,201205,4.236,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,5
SOEGBUS,201206,4.834,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,6
SOEGBUS,201207,4.678,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,7
SOEGBUS,201208,4.234,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,8
SOEGBUS,201209,4.177,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,9
SOEGBUS,201210,3.949,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,10
SOEGBUS,201211,3.189,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,11
SOEGBUS,201212,3.223,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2012,12
SOEGBUS,201301,2.861,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,1
SOEGBUS,201302,3.977,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,2
SOEGBUS,201303,5.689,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,3
SOEGBUS,201304,6.105,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,4
SOEGBUS,201305,6.905,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,5
SOEGBUS,201306,8.007,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,6
SOEGBUS,201307,7.627,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,7
SOEGBUS,201308,8.716,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,8
SOEGBUS,201309,8.748,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,9
SOEGBUS,201310,9.107,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,10
SOEGBUS,201311,7.62,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,11
SOEGBUS,201312,7.879,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2013,12
SOEGBUS,201401,6.981,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,1
SOEGBUS,201402,7.74,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,2
SOEGBUS,201403,12.234,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,3
SOEGBUS,201404,13.817,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,4
SOEGBUS,201405,16.263,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,5
SOEGBUS,201406,17.905,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,6
SOEGBUS,201407,16.626,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,7
SOEGBUS,201408,17.486,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,8
SOEGBUS,201409,17.075,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,9
SOEGBUS,201410,15.976,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,10
SOEGBUS,201411,12.847,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,11
SOEGBUS,201412,9.612,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2014,12
SOEGBUS,201501,10.569,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,1
SOEGBUS,201502,13.6,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,2
SOEGBUS,201503,18.986,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,3
SOEGBUS,201504,21.786,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,4
SOEGBUS,201505,22.888,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,5
SOEGBUS,201506,23.41,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,6
SOEGBUS,201507,24.038,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,7
SOEGBUS,201508,24.596,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,8
SOEGBUS,201509,20.294,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,9
SOEGBUS,201510,17.477,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,10
SOEGBUS,201511,15.857,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,11
SOEGBUS,201512,14.4,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2015,12
SOEGBUS,201601,13.462,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,1
SOEGBUS,201602,20.315,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,2
SOEGBUS,201603,23.733,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,3
SOEGBUS,201604,26.137,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,4
SOEGBUS,201605,31.158,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,5
SOEGBUS,201606,31.552,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,6
SOEGBUS,201607,35.88,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,7
SOEGBUS,201608,36.082,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,8
SOEGBUS,201609,33.089,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,9
SOEGBUS,201610,29.049,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,10
SOEGBUS,201611,25.198,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,11
SOEGBUS,201612,22.055,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2016,12
SOEGBUS,201701,19.648,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,1
SOEGBUS,201702,22.795,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,2
SOEGBUS,201703,40.45,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,3
SOEGBUS,201704,43.585,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,4
SOEGBUS,201705,52.601,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,5
SOEGBUS,201706,56.996,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,6
SOEGBUS,201707,50.173,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,7
SOEGBUS,201708,49.246,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,8
SOEGBUS,201709,47.109,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,9
SOEGBUS,201710,44.044,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,10
SOEGBUS,201711,28.484,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,11
SOEGBUS,201712,27.945,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2017,12
SOEGBUS,201801,29.814,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2018,1
SOEGBUS,201802,36.87,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2018,2
SOEGBUS,201803,46.593,9,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector ,Trillion Btu,2018,3
SOT5BUS,201201,0.907,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,1
SOT5BUS,201202,1.287,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,2
SOT5BUS,201203,2.2,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,3
SOT5BUS,201204,3.033,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,4
SOT5BUS,201205,4.402,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,5
SOT5BUS,201206,5.016,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,6
SOT5BUS,201207,4.848,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,7
SOT5BUS,201208,4.391,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,8
SOT5BUS,201209,4.359,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,9
SOT5BUS,201210,4.105,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,10
SOT5BUS,201211,3.305,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,11
SOT5BUS,201212,3.319,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2012,12
SOT5BUS,201301,2.956,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,1
SOT5BUS,201302,4.128,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,2
SOT5BUS,201303,5.91,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,3
SOT5BUS,201304,6.361,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,4
SOT5BUS,201305,7.182,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,5
SOT5BUS,201306,8.307,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,6
SOT5BUS,201307,7.908,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,7
SOT5BUS,201308,9.008,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,8
SOT5BUS,201309,9.052,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,9
SOT5BUS,201310,9.422,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,10
SOT5BUS,201311,7.865,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,11
SOT5BUS,201312,8.11,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2013,12
SOT5BUS,201401,7.143,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,1
SOT5BUS,201402,7.941,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,2
SOT5BUS,201403,12.526,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,3
SOT5BUS,201404,14.142,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,4
SOT5BUS,201405,16.639,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,5
SOT5BUS,201406,18.291,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,6
SOT5BUS,201407,17.001,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,7
SOT5BUS,201408,17.874,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,8
SOT5BUS,201409,17.425,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,9
SOT5BUS,201410,16.328,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,10
SOT5BUS,201411,13.12,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,11
SOT5BUS,201412,9.812,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2014,12
SOT5BUS,201501,10.767,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,1
SOT5BUS,201502,13.825,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,2
SOT5BUS,201503,19.311,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,3
SOT5BUS,201504,22.171,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,4
SOT5BUS,201505,23.336,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,5
SOT5BUS,201506,23.834,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,6
SOT5BUS,201507,24.482,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,7
SOT5BUS,201508,25.045,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,8
SOT5BUS,201509,20.661,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,9
SOT5BUS,201510,17.795,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,10
SOT5BUS,201511,16.119,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,11
SOT5BUS,201512,14.63,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2015,12
SOT5BUS,201601,13.717,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,1
SOT5BUS,201602,20.694,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,2
SOT5BUS,201603,24.164,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,3
SOT5BUS,201604,26.585,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,4
SOT5BUS,201605,31.621,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,5
SOT5BUS,201606,32.067,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,6
SOT5BUS,201607,36.418,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,7
SOT5BUS,201608,36.644,10,Utility-Scale Solar Energy Consumption: Total,Trillion Btu,2016,8
