MSN,YYYYMM,Value,Column_Order,Description,Unit,Y,M
SOI7BUS,201306,0.84,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,6
SOI7BUS,201307,0.881,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,7
SOI7BUS,201308,0.872,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,8
SOI7BUS,201309,0.796,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,9
SOI7BUS,201310,0.725,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,10
SOI7BUS,201311,0.595,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,11
SOI7BUS,201312,0.565,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2013,12
SOI7BUS,201401,0.587,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,1
SOI7BUS,201402,0.621,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,2
SOI7BUS,201403,0.883,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,3
SOI7BUS,201404,0.962,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,4
SOI7BUS,201405,1.059,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,5
SOI7BUS,201406,1.071,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,6
SOI7BUS,201407,1.115,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,7
SOI7BUS,201408,1.104,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,8
SOI7BUS,201409,1.007,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,9
SOI7BUS,201410,0.953,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,10
SOI7BUS,201411,0.766,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,11
SOI7BUS,201412,0.708,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2014,12
SOI7BUS,201501,0.741,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,1
SOI7BUS,201502,0.791,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,2
SOI7BUS,201503,1.114,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,3
SOI7BUS,201504,1.206,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,4
SOI7BUS,201505,1.342,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,5
SOI7BUS,201506,1.34,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,6
SOI7BUS,201507,1.397,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,7
SOI7BUS,201508,1.371,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,8
SOI7BUS,201509,1.256,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,9
SOI7BUS,201510,1.163,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,10
SOI7BUS,201511,0.933,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,11
SOI7BUS,201512,0.871,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2015,12
SOI7BUS,201601,1.045,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,1
SOI7BUS,201602,1.148,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,2
SOI7BUS,201603,1.579,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,3
SOI7BUS,201604,1.719,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,4
SOI7BUS,201605,1.899,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,5
SOI7BUS,201606,1.903,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,6
SOI7BUS,201607,1.972,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,7
SOI7BUS,201608,1.932,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,8
SOI7BUS,201609,1.753,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,9
SOI7BUS,201610,1.609,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,10
SOI7BUS,201611,1.279,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,11
SOI7BUS,201612,1.177,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2016,12
SOI7BUS,201701,1.228,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,1
SOI7BUS,201702,1.354,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,2
SOI7BUS,201703,1.934,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,3
SOI7BUS,201704,2.092,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,4
SOI7BUS,201705,2.326,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,5
SOI7BUS,201706,2.343,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,6
SOI7BUS,201707,2.441,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,7
SOI7BUS,201708,2.38,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,8
SOI7BUS,201709,2.168,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,9
SOI7BUS,201710,1.974,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,10
SOI7BUS,201711,1.573,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,11
SOI7BUS,201712,1.431,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2017,12
SOI7BUS,201801,1.519,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2018,1
SOI7BUS,201802,1.592,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2018,2
SOI7BUS,201803,2.223,4,Distributed Solar Energy Consumption for Electricity:  Industrial Sector,Trillion Btu,2018,3
SOT7BUS,201201,3.057,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,1
SOT7BUS,201202,3.295,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,2
SOT7BUS,201203,4.54,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,3
SOT7BUS,201204,5.003,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,4
SOT7BUS,201205,5.524,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,5
SOT7BUS,201206,5.573,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,6
SOT7BUS,201207,5.851,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,7
SOT7BUS,201208,5.79,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,8
SOT7BUS,201209,5.281,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,9
SOT7BUS,201210,4.813,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,10
SOT7BUS,201211,3.948,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,11
SOT7BUS,201212,3.747,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2012,12
SOT7BUS,201301,4.203,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,1
SOT7BUS,201302,4.531,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,2
SOT7BUS,201303,6.242,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,3
SOT7BUS,201304,6.88,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,4
SOT7BUS,201305,7.595,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,5
SOT7BUS,201306,7.664,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,6
SOT7BUS,201307,8.045,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,7
SOT7BUS,201308,7.962,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,8
SOT7BUS,201309,7.261,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,9
SOT7BUS,201310,6.618,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,10
SOT7BUS,201311,5.429,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,11
SOT7BUS,201312,5.153,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2013,12
SOT7BUS,201401,5.935,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,1
SOT7BUS,201402,6.313,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,2
SOT7BUS,201403,8.626,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,3
SOT7BUS,201404,9.4,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,4
SOT7BUS,201405,10.385,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,5
SOT7BUS,201406,10.466,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,6
SOT7BUS,201407,10.922,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,7
SOT7BUS,201408,10.833,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,8
SOT7BUS,201409,9.951,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,9
SOT7BUS,201410,9.176,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,10
SOT7BUS,201411,7.53,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,11
SOT7BUS,201412,7.285,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2014,12
SOT7BUS,201501,6.956,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,1
SOT7BUS,201502,7.602,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,2
SOT7BUS,201503,10.564,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,3
SOT7BUS,201504,11.775,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,4
SOT7BUS,201505,12.989,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,5
SOT7BUS,201506,13.121,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,6
SOT7BUS,201507,13.854,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,7
SOT7BUS,201508,13.681,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,8
SOT7BUS,201509,12.391,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,9
SOT7BUS,201510,11.161,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,10
SOT7BUS,201511,9.152,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,11
SOT7BUS,201512,8.517,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2015,12
SOT7BUS,201601,9.044,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,1
SOT7BUS,201602,10.567,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,2
SOT7BUS,201603,14.08,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,3
SOT7BUS,201604,15.722,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,4
SOT7BUS,201605,17.347,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,5
SOT7BUS,201606,17.797,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,6
SOT7BUS,201607,18.467,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,7
SOT7BUS,201608,17.925,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,8
SOT7BUS,201609,16.021,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,9
SOT7BUS,201610,14.329,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,10
SOT7BUS,201611,11.603,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,11
SOT7BUS,201612,10.775,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2016,12
SOT7BUS,201701,11.481,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,1
SOT7BUS,201702,12.769,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,2
SOT7BUS,201703,18.341,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,3
SOT7BUS,201704,20.408,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,4
SOT7BUS,201705,22.529,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,5
SOT7BUS,201706,23.106,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,6
SOT7BUS,201707,23.8,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,7
SOT7BUS,201708,23.092,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,8
SOT7BUS,201709,20.683,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,9
SOT7BUS,201710,18.483,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,10
SOT7BUS,201711,14.531,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,11
SOT7BUS,201712,13.629,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2017,12
SOT7BUS,201801,15.279,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2018,1
SOT7BUS,201802,16.378,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2018,2
SOT7BUS,201803,22.288,5,Distributed Solar Energy Consumption for Electricity:  Total,Trillion Btu,2018,3
SODTBUS,201201,6.267,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,1
SODTBUS,201202,6.755,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,2
SODTBUS,201203,9.307,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,3
SODTBUS,201204,10.258,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,4
SODTBUS,201205,11.325,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,5
SODTBUS,201206,11.427,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,6
SODTBUS,201207,11.995,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,7
SODTBUS,201208,11.871,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,8
SODTBUS,201209,10.827,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,9
SODTBUS,201210,9.868,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,10
SODTBUS,201211,8.094,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,11
SODTBUS,201212,7.683,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2012,12
SODTBUS,201301,7.493,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,1
SODTBUS,201302,8.077,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,2
SODTBUS,201303,11.129,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,3
SODTBUS,201304,12.266,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,4
SODTBUS,201305,13.541,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,5
SODTBUS,201306,13.663,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,6
SODTBUS,201307,14.343,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,7
SODTBUS,201308,14.194,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,8
SODTBUS,201309,12.946,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,9
SODTBUS,201310,11.799,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,10
SODTBUS,201311,9.678,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,11
SODTBUS,201312,9.187,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2013,12
SODTBUS,201401,9.372,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,1
SODTBUS,201402,9.97,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,2
SODTBUS,201403,13.622,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,3
SODTBUS,201404,14.845,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,4
SODTBUS,201405,16.4,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,5
SODTBUS,201406,16.529,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,6
SODTBUS,201407,17.249,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,7
SODTBUS,201408,17.108,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,8
SODTBUS,201409,15.715,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,9
SODTBUS,201410,14.491,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,10
SODTBUS,201411,11.892,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,11
SODTBUS,201412,11.505,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2014,12
SODTBUS,201501,10.229,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,1
SODTBUS,201502,11.178,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,2
SODTBUS,201503,15.533,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,3
SODTBUS,201504,17.314,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,4
SODTBUS,201505,19.1,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,5
SODTBUS,201506,19.294,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,6
SODTBUS,201507,20.372,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,7
SODTBUS,201508,20.117,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,8
SODTBUS,201509,18.22,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,9
SODTBUS,201510,16.412,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,10
SODTBUS,201511,13.457,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,11
SODTBUS,201512,12.524,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2015,12
SODTBUS,201601,12.279,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,1
SODTBUS,201602,14.347,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,2
SODTBUS,201603,19.118,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,3
SODTBUS,201604,21.346,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,4
SODTBUS,201605,23.553,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,5
SODTBUS,201606,24.165,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,6
SODTBUS,201607,25.074,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,7
SODTBUS,201608,24.339,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,8
SODTBUS,201609,21.753,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,9
SODTBUS,201610,19.455,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,10
SODTBUS,201611,15.755,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,11
SODTBUS,201612,14.63,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2016,12
SODTBUS,201701,14.702,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,1
SODTBUS,201702,16.352,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,2
SODTBUS,201703,23.487,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,3
SODTBUS,201704,26.133,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,4
SODTBUS,201705,28.85,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,5
SODTBUS,201706,29.588,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,6
SODTBUS,201707,30.477,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,7
SODTBUS,201708,29.57,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,8
SODTBUS,201709,26.486,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,9
SODTBUS,201710,23.668,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,10
SODTBUS,201711,18.608,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,11
SODTBUS,201712,17.452,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2017,12
SODTBUS,201801,18.517,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2018,1
SODTBUS,201802,19.979,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2018,2
SODTBUS,201803,27.461,6,Distributed Solar Energy Consumption:  Total,Trillion Btu,2018,3
SOC5BUS,201201,0.033,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,1
SOC5BUS,201202,0.051,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,2
SOC5BUS,201203,0.085,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,3
SOC5BUS,201204,0.12,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,4
SOC5BUS,201205,0.154,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,5
SOC5BUS,201206,0.168,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,6
SOC5BUS,201207,0.154,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,7
SOC5BUS,201208,0.141,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,8
SOC5BUS,201209,0.167,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,9
SOC5BUS,201210,0.144,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,10
SOC5BUS,201211,0.106,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,11
SOC5BUS,201212,0.089,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2012,12
SOC5BUS,201301,0.088,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,1
SOC5BUS,201302,0.142,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,2
SOC5BUS,201303,0.208,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,3
SOC5BUS,201304,0.24,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,4
SOC5BUS,201305,0.261,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,5
SOC5BUS,201306,0.283,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,6
SOC5BUS,201307,0.265,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,7
SOC5BUS,201308,0.275,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,8
SOC5BUS,201309,0.288,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,9
SOC5BUS,201310,0.301,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,10
SOC5BUS,201311,0.233,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,11
SOC5BUS,201312,0.221,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2013,12
SOC5BUS,201401,0.156,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,1
SOC5BUS,201402,0.192,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,2
SOC5BUS,201403,0.279,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,3
SOC5BUS,201404,0.31,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,4
SOC5BUS,201405,0.36,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,5
SOC5BUS,201406,0.369,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,6
SOC5BUS,201407,0.359,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,7
SOC5BUS,201408,0.371,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,8
SOC5BUS,201409,0.335,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,9
SOC5BUS,201410,0.339,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,10
SOC5BUS,201411,0.262,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,11
SOC5BUS,201412,0.193,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2014,12
SOC5BUS,201501,0.189,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,1
SOC5BUS,201502,0.215,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,2
SOC5BUS,201503,0.309,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,3
SOC5BUS,201504,0.365,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,4
SOC5BUS,201505,0.427,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,5
SOC5BUS,201506,0.405,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,6
SOC5BUS,201507,0.423,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,7
SOC5BUS,201508,0.427,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,8
SOC5BUS,201509,0.349,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,9
SOC5BUS,201510,0.303,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,10
SOC5BUS,201511,0.249,7,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector,Trillion Btu,2015,11
