"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Investor owned utility","Avista Energy","1990","       0.000000","      14.310562","       0.088855","       0.077131","       0.018470","       8.875343","       0.000000","      23.370361"
"Investor owned utility","Bear Valley Electric Service","1990","       0.075805","      34.275928","       3.007874","       0.000000","       0.000000","      52.580684","       0.226513","      90.166804"
"Investor owned utility","Bear Valley Electric Service","1991","       0.000000","      15.863337","       2.414612","       0.000000","       0.000000","      51.900996","       0.273375","      70.452320"
"Investor owned utility","Bear Valley Electric Service","1992","       0.000000","      42.370707","       7.438678","       0.000000","       0.000000","      54.834000","       0.702615","     105.346000"
"Investor owned utility","Bear Valley Electric Service","1993","       0.000000","      41.686458","       9.570772","       0.000000","       0.000000","      54.369000","       0.607769","     106.233999"
"Investor owned utility","Bear Valley Electric Service","1994","       0.000000","      43.169177","       8.406141","       0.000000","       0.000000","      58.047000","       0.611682","     110.234000"
"Investor owned utility","Bear Valley Electric Service","1995","       0.000000","      40.635259","      11.156184","       0.000000","       0.000000","      59.122000","       0.605557","     111.519000"
"Investor owned utility","Bear Valley Electric Service","1996","       0.000000","      47.727368","       8.248177","       0.000000","       0.000000","      60.650000","       0.513456","     117.139001"
"Investor owned utility","Bear Valley Electric Service","1997","       0.000000","      50.552874","       9.491906","       0.000000","       0.000000","      61.201000","       0.677220","     121.923000"
"Investor owned utility","Bear Valley Electric Service","1998","       0.000000","      47.996362","      10.267000","       0.000000","       0.000000","      64.952000","       0.575638","     123.791000"
"Investor owned utility","Bear Valley Electric Service","1999","       0.000000","      53.551082","       8.566391","       0.000000","       0.000000","      64.437000","       0.580528","     127.135001"
"Investor owned utility","Bear Valley Electric Service","2000","       0.000000","      54.869398","       9.238339","       0.000000","       0.000000","      69.313000","       0.536262","     133.956999"
"Investor owned utility","Bear Valley Electric Service","2001","       0.000000","      44.199710","      15.200988","       0.000000","       0.000000","      66.514000","       0.995303","     126.910001"
"Investor owned utility","Bear Valley Electric Service","2002","       0.000000","      54.784044","       6.503348","       0.000000","       0.000000","      69.915000","       0.623609","     131.826001"
"Investor owned utility","Bear Valley Electric Service","2003","       0.000000","      58.972983","       3.845247","       0.000000","       0.000000","      69.497000","       0.534769","     132.849999"
"Investor owned utility","Bear Valley Electric Service","2004","       0.000000","      56.457823","       7.039778","       0.000000","       0.000000","      74.150000","       0.209398","     137.856999"
"Investor owned utility","Bear Valley Electric Service","2005","       0.000000","      49.649123","      10.120546","       0.000000","       0.000000","      78.057000","       0.215331","     138.042000"
"Investor owned utility","Bear Valley Electric Service","2006","       0.000000","      57.103141","       7.439466","       0.000000","       0.000000","      76.545000","       0.147393","     141.235000"
"Investor owned utility","Bear Valley Electric Service","2007","       0.000000","      57.047456","       6.219156","       0.000000","       0.000000","      76.993000","       0.181388","     140.441000"
"Investor owned utility","Bear Valley Electric Service","2008","       1.550943","      57.122639","       0.000000","       0.000000","       0.000000","      78.507000","       0.178417","     137.358999"
"Investor owned utility","Bear Valley Electric Service","2009","       0.182185","      58.945463","       0.000000","       0.000000","       0.000000","      77.065000","       0.172352","     136.365000"
"Investor owned utility","Bear Valley Electric Service","2010","       0.034741","      55.103361","       0.000000","       0.000000","       0.000000","      76.815000","       0.213898","     132.167000"
"Investor owned utility","Bear Valley Electric Service","2011","       0.037805","      57.861665","       0.000000","       0.000000","       0.000000","      78.398000","       0.231530","     136.529000"
"Investor owned utility","Bear Valley Electric Service","2012","       0.000000","      53.283924","       0.000000","       0.000000","       0.000000","      74.409000","       0.209076","     127.902000"
"Investor owned utility","Bear Valley Electric Service","2013","       0.000000","      56.797311","       0.000000","       0.000000","       0.000000","      76.429000","       0.211689","     133.438000"
"Investor owned utility","Bear Valley Electric Service","2014","       0.000000","      52.235958","       0.000000","       0.000000","       0.000000","      73.536000","       0.215042","     125.987000"
"Investor owned utility","Bear Valley Electric Service","2015","       0.000000","      50.037724","       0.000000","       0.000000","       0.000000","      77.765492","       0.195363","     127.998579"
"Investor owned utility","Bear Valley Electric Service","2016","       0.000000","      46.388970","       0.000000","       0.000000","       0.000000","      75.896265","       0.192438","     122.477673"
"Investor owned utility","Kirkwood Meadows Public Utility District","2004","       0.000000","       2.670000","       1.600000","       0.000000","       0.000000","       2.250000","       0.000000","       6.520000"
"Investor owned utility","Kirkwood Meadows Public Utility District","2005","       0.000000","       2.660000","       1.900000","       0.000000","       0.000000","       1.350000","       0.000000","       5.910000"
"Investor owned utility","Kirkwood Meadows Public Utility District","2006","       0.000000","       2.600000","       1.850000","       0.000000","       0.000000","       2.450000","       0.000000","       6.900000"
"Investor owned utility","Kirkwood Meadows Public Utility District","2007","       0.000000","       0.000000","       5.304613","       0.000000","       0.000000","       2.680476","       0.000000","       7.985089"
"Investor owned utility","Kirkwood Meadows Public Utility District","2008","       0.000000","       0.000000","       4.158187","       0.000000","       0.000000","       2.094789","       0.000000","       6.252976"
"Investor owned utility","Kirkwood Meadows Public Utility District","2009","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       6.017419","       0.000000","       6.017419"
"Investor owned utility","Kirkwood Meadows Public Utility District","2010","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       5.435578","       0.000000","       5.435578"
"Investor owned utility","Kirkwood Meadows Public Utility District","2011","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       2.404485","       0.000000","       2.404485"
"Investor owned utility","Kirkwood Meadows Public Utility District","2012","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       2.836155","       0.000000","       2.836155"
"Investor owned utility","Kirkwood Meadows Public Utility District","2013","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       6.659485","       0.000000","       6.659485"
"Investor owned utility","Kirkwood Meadows Public Utility District","2014","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       6.246611","       0.000000","       6.246611"
"Investor owned utility","Kirkwood Meadows Public Utility District","2015","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       6.110566","       0.000000","       6.110566"
"Investor owned utility","Kirkwood Meadows Public Utility District","2016","       0.000000","       2.790034","       0.771100","       0.000000","       0.000000","       2.982887","       0.000000","       6.544021"
"Investor owned utility","Liberty Utilities","1990","      12.460081","     149.649921","      29.737832","       4.656164","       3.742137","     225.344303","       0.782947","     426.373385"
"Investor owned utility","Liberty Utilities","1991","      11.934461","     161.970968","      28.642821","       5.353042","       5.325776","     228.653612","       0.789311","     442.669991"
"Investor owned utility","Liberty Utilities","1992","      13.641155","     173.729918","      27.840568","       3.659150","       3.215561","     225.785561","       0.783023","     448.654936"
"Investor owned utility","Liberty Utilities","1993","      14.479699","     183.867171","      28.831566","       4.731464","       2.939506","     242.028014","       0.194661","     477.072081"
"Investor owned utility","Liberty Utilities","1994","      15.535847","     195.687827","      26.254037","       3.848402","       1.911585","     237.515599","       0.000000","     480.753297"
"Investor owned utility","Liberty Utilities","1995","      14.002028","     186.865050","      29.923967","       3.575616","       2.506548","     240.784184","       0.000000","     477.657393"
"Investor owned utility","Liberty Utilities","1996","      17.320834","     179.799289","      42.109214","       3.822712","       3.105950","     237.393000","       0.000000","     483.550999"
"Investor owned utility","Liberty Utilities","1997","      14.678131","     174.633251","      43.850308","       3.101799","       3.323510","     237.466000","       0.000000","     477.052999"
"Investor owned utility","Liberty Utilities","1998","      14.659409","     196.755387","      38.708301","       2.550287","       2.461617","     252.066000","       0.000000","     507.201001"
"Investor owned utility","Liberty Utilities","1999","      13.758521","     195.058272","      37.666482","       2.814082","       2.621644","     254.361000","       0.000000","     506.280001"
"Investor owned utility","Liberty Utilities","2000","      13.016561","     199.486940","      41.123999","       2.634606","       2.421894","     252.363000","       0.000000","     511.047000"
"Investor owned utility","Liberty Utilities","2001","      15.163874","     202.606340","      39.451926","       2.009116","       2.114743","     252.343000","       0.000000","     513.688999"
"Investor owned utility","Liberty Utilities","2002","      14.388555","     197.666986","      38.353439","       1.743051","       2.742969","     250.742000","       0.000000","     505.637000"
"Investor owned utility","Liberty Utilities","2003","      13.196174","     211.989524","      41.772614","       1.210801","       2.474887","     258.472000","       0.000000","     529.116000"
"Investor owned utility","Liberty Utilities","2004","      14.749419","     219.359782","      32.162887","       0.282953","       2.480149","     261.609000","       0.098811","     530.743001"
"Investor owned utility","Liberty Utilities","2005","      12.527585","     214.836274","      35.058256","       0.207400","       3.153651","     262.416000","       0.417834","     528.617000"
"Investor owned utility","Liberty Utilities","2006","      14.134757","     219.464469","      32.694996","       0.630389","       8.758959","     266.486000","       0.420430","     542.590000"
"Investor owned utility","Liberty Utilities","2007","      15.503811","     225.918167","      28.127157","       0.994496","      13.474887","     259.971000","       0.419482","     544.409000"
"Investor owned utility","Liberty Utilities","2008","      12.436404","     218.498303","      28.653071","       0.804743","      12.922106","     261.538000","       0.418373","     535.271000"
"Investor owned utility","Liberty Utilities","2009","      11.645491","     214.739202","      28.838135","       1.591114","      17.063986","     267.232000","       0.427073","     541.537001"
"Investor owned utility","Liberty Utilities","2010","      11.336994","     210.022091","      28.211369","       1.426975","      20.810187","     276.674000","       0.414384","     548.896000"
"Investor owned utility","Liberty Utilities","2011","      10.751684","     211.591027","      29.394221","       1.312576","      22.524544","     267.783000","       0.409947","     543.766999"
"Investor owned utility","Liberty Utilities","2012","      11.190643","     211.654740","      29.048538","       1.316438","      22.263939","     273.628000","       0.406702","     549.509000"
"Investor owned utility","Liberty Utilities","2013","      11.309158","     213.662447","      29.387353","       1.323568","      22.453257","     281.343000","       0.412217","     559.891000"
"Investor owned utility","Liberty Utilities","2014","       8.108831","     213.128829","      24.539895","       1.619180","      22.579791","     262.902000","       0.315474","     533.194000"
"Investor owned utility","Liberty Utilities","2015","       7.328720","     192.624748","      22.179031","       1.463406","      20.407500","     268.409065","       0.285124","     512.697594"
"Investor owned utility","Liberty Utilities","2016","       7.970794","     209.500721","      24.122150","       1.591616","      22.195414","     291.924548","       0.310104","     557.615347"
"Investor owned utility","Pacific Gas and Electric Company","1990","    4696.135812","   21390.899562","    3266.203894","   14849.720939","    1947.607861","   23475.177574","     410.580808","   70036.326450"
"Investor owned utility","Pacific Gas and Electric Company","1991","    4718.929184","   21763.607091","    3348.492034","   14470.188049","    1954.257282","   23807.321783","     420.591740","   70483.387163"
"Investor owned utility","Pacific Gas and Electric Company","1992","    4774.132649","   22954.086955","    3439.317920","   14592.270785","    1954.401592","   23663.905000","     421.829099","   71799.944000"
"Investor owned utility","Pacific Gas and Electric Company","1993","    3744.224043","   23292.371740","    3553.713273","   14095.070170","    1879.061017","   24111.122000","     430.800757","   71106.363000"
"Investor owned utility","Pacific Gas and Electric Company","1994","    4384.109182","   23242.774955","    3429.943220","   14089.911051","    1612.735330","   24325.737000","     424.906262","   71510.117000"
"Investor owned utility","Pacific Gas and Electric Company","1995","    3444.261936","   23933.118625","    3584.074630","   15159.935665","    1361.080326","   24391.280000","     448.175818","   72321.927000"
"Investor owned utility","Pacific Gas and Electric Company","1996","    3650.526388","   24693.986693","    3620.287460","   14043.890275","    1385.659668","   25457.707000","     466.984516","   73319.042000"
"Investor owned utility","Pacific Gas and Electric Company","1997","    3871.694081","   26101.691040","    3522.170519","   14901.660467","    1413.700780","   25946.061000","     483.646112","   76240.623999"
"Investor owned utility","Pacific Gas and Electric Company","1998","    3035.937481","   25565.304588","    3379.048910","   14231.644694","    1210.401447","   26846.394836","     530.263778","   74798.995734"
"Investor owned utility","Pacific Gas and Electric Company","1999","    3796.922145","   27619.312145","    3734.815630","   14326.288297","    1321.953035","   27739.242140","     424.749589","   78963.282981"
"Investor owned utility","Pacific Gas and Electric Company","2000","    3751.155014","   29297.794730","    4008.223470","   14749.815311","    1344.137910","   28560.847756","     415.143848","   82127.118039"
"Investor owned utility","Pacific Gas and Electric Company","2001","    4238.136928","   28774.011100","    3449.955681","   13147.073208","    1327.948807","   26779.552200","     419.117862","   78135.795786"
"Investor owned utility","Pacific Gas and Electric Company","2002","    4153.275553","   29103.535211","    3763.722980","   12316.384655","    1152.671280","   27555.799724","     400.764140","   78446.153543"
"Investor owned utility","Pacific Gas and Electric Company","2003","    3898.375471","   29584.760931","    3732.702568","   11744.820750","    1282.127929","   28777.489896","     407.682620","   79427.960165"
"Investor owned utility","Pacific Gas and Electric Company","2004","    4232.061874","   30267.079286","    3915.935057","   11991.695618","    1366.853871","   29309.641151","     414.548561","   81497.815418"
"Investor owned utility","Pacific Gas and Electric Company","2005","    3690.717095","   29875.125313","    3978.411724","   12394.956560","    1654.946795","   29895.517260","     422.485459","   81912.160206"
"Investor owned utility","Pacific Gas and Electric Company","2006","    4028.200371","   30632.174929","    4096.936829","   12284.348153","    1862.672048","   31068.224924","     427.457858","   84400.015112"
"Investor owned utility","Pacific Gas and Electric Company","2007","    5227.246828","   31378.224615","    4324.636631","   11903.199743","    2094.456598","   30718.745955","     432.381116","   86078.891486"
"Investor owned utility","Pacific Gas and Electric Company","2008","    5660.073228","   31437.240048","    4676.132000","   11732.792255","    2179.040579","   31080.238360","     438.984099","   87204.500569"
"Investor owned utility","Pacific Gas and Electric Company","2009","    5859.571374","   30775.551570","    4488.365698","   10698.623004","    2163.644023","   31274.254852","     445.204787","   85705.215308"
"Investor owned utility","Pacific Gas and Electric Company","2010","    4963.562637","   30640.992880","    4224.441147","   10678.523822","    2349.412058","   30831.745613","     447.520287","   84136.198444"
"Investor owned utility","Pacific Gas and Electric Company","2011","    4660.928271","   30657.426431","    4258.310809","   10668.284184","    2426.684877","   30943.847427","     438.424339","   84053.906338"
"Investor owned utility","Pacific Gas and Electric Company","2012","    6202.674420","   31348.407441","    4471.271612","   10640.632836","    2323.273069","   31123.499375","     432.017863","   86541.776616"
"Investor owned utility","Pacific Gas and Electric Company","2013","    7147.744940","   31422.714129","    4443.934364","   10505.156943","    2059.310250","   30786.390512","     418.372966","   86783.624104"
"Investor owned utility","Pacific Gas and Electric Company","2014","    7715.240269","   31423.041820","    4245.287797","   10880.660873","    2225.526580","   29823.126180","     397.172459","   86710.055978"
"Investor owned utility","Pacific Gas and Electric Company","2015","    7581.369098","   31179.878450","    4550.697979","   10817.957173","    2138.725364","   29165.728985","     372.361100","   85806.718149"
"Investor owned utility","Pacific Gas and Electric Company","2016","    6691.567982","   30661.446243","    4545.686285","   10619.499101","    1909.032251","   28625.005153","     355.276594","   83407.513609"
"Investor owned utility","PacifiCorp","1990","     136.260842","     169.881715","      17.510567","      97.372888","       2.445138","     311.288553","       2.195453","     736.955156"
"Investor owned utility","PacifiCorp","1991","      95.051996","     184.092527","      18.307174","      88.599762","       3.183086","     350.493310","       2.285430","     742.013285"
"Investor owned utility","PacifiCorp","1992","      97.407962","     187.014145","      16.916461","      77.535789","       2.992616","     360.181797","       3.382193","     745.430963"
"Investor owned utility","PacifiCorp","1993","      86.599508","     193.296856","      16.696083","      85.339933","       3.239769","     361.673948","       2.763860","     749.609957"
"Investor owned utility","PacifiCorp","1994","      58.149791","     198.781446","      16.579041","      84.795676","       3.017819","     361.833611","       2.376525","     725.533909"
"Investor owned utility","PacifiCorp","1995","      95.427030","     193.088211","      16.495361","      82.070416","       2.950811","     345.315855","       2.634035","     737.981719"
"Investor owned utility","PacifiCorp","1996","     103.048982","     201.335195","      16.755833","      85.656217","       3.187147","     466.606460","       0.974667","     877.564501"
"Investor owned utility","PacifiCorp","1997","      86.912345","     196.350414","      16.335805","      84.420639","       3.044227","     368.264733","       0.361243","     755.689406"
"Investor owned utility","PacifiCorp","1998","      66.278596","     200.938228","      18.355643","      78.239366","       2.946778","     365.818698","       0.387444","     732.964753"
"Investor owned utility","PacifiCorp","1999","      93.181118","     218.387280","      18.456521","      77.926714","       3.169589","     366.964000","       0.445777","     778.530999"
"Investor owned utility","PacifiCorp","2000","      90.849437","     225.375460","      18.712048","      78.026875","       3.325194","     368.151000","       0.416986","     784.857000"
"Investor owned utility","PacifiCorp","2001","     102.015556","     230.695137","      18.869032","      72.720674","       2.271137","     357.543000","       3.035462","     787.149998"
"Investor owned utility","PacifiCorp","2002","     122.133576","     234.289970","      20.033485","      63.521394","       2.980987","     366.798000","       3.554589","     813.312001"
"Investor owned utility","PacifiCorp","2003","     126.512123","     228.193010","      18.322475","      71.053042","       2.053633","     385.628000","       2.939718","     834.702001"
"Investor owned utility","PacifiCorp","2004","      81.220436","     263.345671","      20.651786","      86.696403","       3.000166","     384.026000","       2.878538","     841.819000"
"Investor owned utility","PacifiCorp","2005","     105.452803","     232.580067","      15.006726","      86.762848","       2.991254","     390.980000","       2.900303","     836.674001"
"Investor owned utility","PacifiCorp","2006","     104.859062","     246.450598","      19.233886","      76.419809","       3.579808","     397.709000","       2.952836","     851.204999"
"Investor owned utility","PacifiCorp","2007","      92.666935","     262.566808","      19.988250","      93.291948","       3.816674","     409.359000","       3.176386","     884.866001"
"Investor owned utility","PacifiCorp","2008","      93.481182","     255.081539","      23.084555","      85.415660","       2.544425","     418.335000","       4.911639","     882.854000"
"Investor owned utility","PacifiCorp","2009","      94.846952","     251.464779","      27.125717","      61.872411","       2.461462","     406.600000","       3.854680","     848.226001"
"Investor owned utility","PacifiCorp","2010","      97.091157","     249.391613","      26.422671","      48.498343","       2.307715","     402.961000","       3.971501","     830.644000"
"Investor owned utility","PacifiCorp","2011","      99.887437","     235.337344","      22.430659","      44.819145","       2.034577","     400.728000","       3.410837","     808.647999"
"Investor owned utility","PacifiCorp","2012","     103.854293","     230.755328","      26.859716","      29.071912","       2.850947","     386.321000","       2.947804","     782.661000"
"Investor owned utility","PacifiCorp","2013","     120.416812","     198.638261","      21.051199","      58.309269","       3.266404","     390.347000","       2.805055","     794.834000"
"Investor owned utility","PacifiCorp","2014","     124.095937","     188.042426","      21.819823","      62.406091","       3.213564","     351.820000","       2.750159","     754.148000"
"Investor owned utility","PacifiCorp","2015","     113.115432","     191.110665","      18.961988","      64.923758","       4.064323","     363.656013","       2.516997","     758.349176"
"Investor owned utility","PacifiCorp","2016","     109.672500","     185.720741","      18.125837","      61.201658","       4.038063","     358.629477","       2.175500","     739.563776"
"Investor owned utility","San Diego Gas and Electric Company","1990","     239.194570","    5663.477960","    1283.748493","    1423.881248","     292.177206","    5420.990104","      73.430699","   14396.900280"
"Investor owned utility","San Diego Gas and Electric Company","1991","     206.348857","    5536.230455","    1372.876424","    1405.909854","     315.768865","    5332.517618","      75.875295","   14245.527368"
"Investor owned utility","San Diego Gas and Electric Company","1992","     192.629770","    6052.874602","    1390.083818","    1441.672847","     329.235430","    5611.070000","      75.654533","   15093.221000"
"Investor owned utility","San Diego Gas and Electric Company","1993","     209.477836","    6056.862813","    1421.547509","    1450.679332","     269.850167","    5550.869000","      76.356343","   15035.643000"
"Investor owned utility","San Diego Gas and Electric Company","1994","     232.268533","    6212.227551","    1452.949044","    1443.501486","     229.810554","    5730.818000","      78.805833","   15380.381001"
"Investor owned utility","San Diego Gas and Electric Company","1995","     228.013980","    6362.050656","    1454.603085","    1415.679338","     246.016734","    5735.797000","      80.759206","   15522.919999"
"Investor owned utility","San Diego Gas and Electric Company","1996","     250.933103","    6711.106517","    1414.301744","    1401.910586","     248.194090","    5936.378000","      82.437960","   16045.262000"
"Investor owned utility","San Diego Gas and Electric Company","1997","      84.065437","    7280.529103","    1565.758976","    1531.245936","      77.394448","    6124.594000","      83.902099","   16747.489999"
"Investor owned utility","San Diego Gas and Electric Company","1998","     216.147256","    7211.834751","    1533.058519","    1657.987634","     216.776535","    6318.508754","      92.946621","   17247.260070"
"Investor owned utility","San Diego Gas and Electric Company","1999","     239.374923","    7569.937362","    1543.080352","    1807.315400","     207.396952","    6452.271180","      93.396801","   17912.772970"
"Investor owned utility","San Diego Gas and Electric Company","2000","     146.378295","    8145.103655","    1618.421220","    1768.485470","     137.459427","    6512.116055","      95.929267","   18423.893389"
"Investor owned utility","San Diego Gas and Electric Company","2001","     233.309768","    7492.581589","    1628.237496","    1697.947541","     200.163639","    6115.688563","      94.938210","   17462.866806"
"Investor owned utility","San Diego Gas and Electric Company","2002","     232.467977","    7702.690999","    1574.337324","    1592.509736","     225.216151","    6325.504048","      95.829319","   17748.555554"
"Investor owned utility","San Diego Gas and Electric Company","2003","     227.670733","    7988.495487","    1582.920994","    1515.420197","     206.964892","    6745.330651","      98.778795","   18365.581749"
"Investor owned utility","San Diego Gas and Electric Company","2004","     251.828828","    8528.446504","    1576.577691","    1543.000847","     176.118392","    7072.072610","     104.507609","   19252.552481"
"Investor owned utility","San Diego Gas and Electric Company","2005","     254.949263","    8504.825105","    1576.057617","    1505.277983","     170.595173","    7102.382820","      99.958851","   19214.046812"
"Investor owned utility","San Diego Gas and Electric Company","2006","     314.776647","    8928.594198","    1676.058105","    1495.469377","     190.604982","    7522.346527","     108.676038","   20236.525874"
"Investor owned utility","San Diego Gas and Electric Company","2007","     336.588820","    8860.778411","    1736.008719","    1485.992316","     203.741667","    7539.024335","     113.762871","   20275.897139"
"Investor owned utility","San Diego Gas and Electric Company","2008","     322.949125","    9092.372436","    1704.659019","    1499.091246","     197.266634","    7715.539147","     112.595750","   20644.473357"
"Investor owned utility","San Diego Gas and Electric Company","2009","     317.651771","    8752.595029","    1815.391364","    1386.533188","     174.757838","    7549.865613","     115.949722","   20112.744525"
"Investor owned utility","San Diego Gas and Electric Company","2010","     307.161563","    8388.944228","    1854.113015","    1337.807892","     167.533126","    7315.869907","     113.638688","   19485.068419"
"Investor owned utility","San Diego Gas and Electric Company","2011","     366.395444","    8435.821703","    1722.670603","    1335.004959","     163.255312","    7385.455359","     105.899927","   19514.503307"
"Investor owned utility","San Diego Gas and Electric Company","2012","     378.313408","    8674.430530","    1759.254650","    1339.829755","     174.778517","    7597.700552","     101.391610","   20025.699022"
"Investor owned utility","San Diego Gas and Electric Company","2013","     344.349558","    8690.122835","    1776.681276","    1282.808889","     167.596566","    7402.046228","      93.086583","   19756.691935"
"Investor owned utility","San Diego Gas and Electric Company","2014","     334.805764","    9091.120897","    1770.689673","    1313.315648","     164.573306","    7347.369272","      94.079058","   20115.953618"
"Investor owned utility","San Diego Gas and Electric Company","2015","     298.083350","    9081.404320","    1773.099260","    1364.487810","     160.262334","    7151.816309","      89.641335","   19918.794718"
"Investor owned utility","San Diego Gas and Electric Company","2016","     290.376793","    8793.517156","    1680.406905","    1243.505215","     387.421779","    6692.278379","      81.197494","   19168.703721"
"Investor owned utility","Southern California Edison Company","1990","    2686.013518","   22896.726611","    3517.674982","   15865.487478","    3059.594494","   22382.413797","     608.636961","   71016.547841"
"Investor owned utility","Southern California Edison Company","1991","    2493.571254","   22717.129907","    3485.863202","   15298.678174","    2922.249638","   21747.095777","     607.695806","   69272.283758"
"Investor owned utility","Southern California Edison Company","1992","    2505.333203","   23509.316382","    3620.975659","   15187.730626","    2653.332258","   22823.165000","     633.480871","   70933.333999"
"Investor owned utility","Southern California Edison Company","1993","    2363.130451","   23528.748844","    3516.846350","   14868.678601","    2577.420683","   22070.811000","     629.700070","   69555.335999"
"Investor owned utility","Southern California Edison Company","1994","    2711.238213","   24311.984277","    3469.647405","   15216.078551","    2455.091141","   22857.594000","     641.123413","   71662.757000"
"Investor owned utility","Southern California Edison Company","1995","    2410.096228","   24247.856399","    3539.518162","   15310.834072","    2615.179398","   22762.772000","     595.318741","   71481.575000"
"Investor owned utility","Southern California Edison Company","1996","    2518.425770","   25157.710666","    3544.095080","   15756.085185","    2729.185686","   23458.385000","     621.103612","   73784.990999"
"Investor owned utility","Southern California Edison Company","1997","    2636.113645","   25950.244279","    4077.789004","   15975.215825","    2855.804064","   23930.457000","     630.932182","   76056.555999"
"Investor owned utility","Southern California Edison Company","1998","    2006.508162","   28453.968576","    4122.036329","   14965.266444","    2571.648005","   24354.427987","     675.312600","   77149.168103"
"Investor owned utility","Southern California Edison Company","1999","    2151.730855","   28854.672618","    4157.838177","   16673.591273","    2160.088257","   24330.477989","     647.608500","   78976.007669"
"Investor owned utility","Southern California Edison Company","2000","    2630.395639","   30170.592377","    4267.556564","   16831.277168","    2597.943252","   26471.331000","     466.655000","   83435.751000"
"Investor owned utility","Southern California Edison Company","2001","    2733.798182","   30128.788257","    3676.483769","   15184.089069","    1561.099723","   24687.764000","     481.601000","   78453.624000"
"Investor owned utility","Southern California Edison Company","2002","    2899.108305","   30547.367672","    3559.064685","   15649.689492","    1441.138847","   25083.569000","     481.341000","   79661.279001"
"Investor owned utility","Southern California Edison Company","2003","    2705.835400","   32642.104754","    3758.871274","   13965.267180","    1438.779392","   27194.330000","     482.313000","   82187.501000"
"Investor owned utility","Southern California Edison Company","2004","    2928.292169","   32628.493766","    3789.245503","   14705.082957","    1978.629605","   27982.416000","     481.809000","   84493.969000"
"Investor owned utility","Southern California Edison Company","2005","    2704.205041","   33002.601234","    4369.355933","   14833.100653","    1984.417139","   28888.867000","     482.275000","   86264.822000"
"Investor owned utility","Southern California Edison Company","2006","    3052.443473","   34261.423547","    4373.987056","   14400.470040","    1964.586884","   30193.508000","     482.300000","   88728.719000"
"Investor owned utility","Southern California Edison Company","2007","    3356.521145","   33847.498860","    4462.999307","   14716.975005","    1996.428683","   29943.492000","     481.476000","   88805.391000"
"Investor owned utility","Southern California Edison Company","2008","    3343.167566","   34760.974314","    4481.369724","   13944.002142","    2051.934254","   30744.867000","     482.449000","   89808.764000"
"Investor owned utility","Southern California Edison Company","2009","    3377.937341","   33482.979062","    4324.742582","   12111.926513","    2005.368502","   30063.059000","     482.815000","   85848.828000"
"Investor owned utility","Southern California Edison Company","2010","    2985.152909","   32519.307584","    4298.292478","   12165.311941","    1820.240088","   28819.754000","     483.362000","   83091.421000"
"Investor owned utility","Southern California Edison Company","2011","    2846.299572","   32457.297856","    4403.517176","   12360.274382","    1844.462246","   29379.180719","     484.358000","   83775.389951"
"Investor owned utility","Southern California Edison Company","2012","    3186.718270","   33421.444305","    4433.998789","   12581.164082","    1808.111393","   30563.481185","     485.095000","   86480.013024"
"Investor owned utility","Southern California Edison Company","2013","    3286.218055","   33240.994566","    4535.630480","   12384.962442","    1922.726157","   29802.512295","     485.051000","   85658.094995"
"Investor owned utility","Southern California Edison Company","2014","    3597.526677","   34118.569382","    4547.634372","   12648.483763","    1992.492615","   30027.143252","     486.564000","   87418.414061"
"Investor owned utility","Southern California Edison Company","2015","    3320.328189","   33614.821413","    4478.546114","   12638.366915","    2166.005169","   30093.444520","     544.932040","   86856.444360"
"Investor owned utility","Southern California Edison Company","2016","    3211.499266","   32630.381564","    4359.714048","   12835.956530","    2287.319233","   29579.224420","     544.061290","   85448.156351"
"Joint utility agency","Calaveras Public Power Agency","1990","       6.150627","       8.013934","       2.073542","       0.000000","       0.000000","       0.000000","       0.002313","      16.240416"
"Joint utility agency","Calaveras Public Power Agency","1991","       6.919585","       8.160195","       2.201205","       0.000000","       0.000000","       0.000000","       0.002306","      17.283291"
"Joint utility agency","Calaveras Public Power Agency","1992","       6.604996","       8.707574","       2.484589","       0.000000","       0.000000","       0.000000","       0.002423","      17.799582"
"Joint utility agency","Calaveras Public Power Agency","1993","       7.524611","       8.719140","       3.012919","       0.000000","       0.000000","       0.000000","       0.002295","      19.258965"
"Joint utility agency","Calaveras Public Power Agency","1994","       7.034424","       9.269029","       2.740993","       0.000000","       0.000000","       0.000000","       0.001788","      19.046234"
"Joint utility agency","Calaveras Public Power Agency","1995","       6.976193","       9.498328","       3.100376","       0.000000","       0.000000","       0.000000","       0.001629","      19.576526"
"Joint utility agency","Calaveras Public Power Agency","1996","       6.882939","      10.807768","       3.435402","       0.000000","       0.000000","       0.000000","       0.001811","      21.127920"
"Joint utility agency","Calaveras Public Power Agency","1997","       7.782667","      12.232476","       3.483782","       0.000000","       0.000000","       0.000000","       0.003915","      23.502840"
