"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","Los Angeles Department of Water and Power","2003","     162.679784","   10205.189030","    1709.267442","    2620.177329","     234.724408","    7807.147025","     304.904348","   23044.089366"
"Publicly owned utility","Los Angeles Department of Water and Power","2004","     217.067400","   10655.321355","    1435.158861","    2514.567028","     288.426823","    7946.273767","     293.386473","   23350.201707"
"Publicly owned utility","Los Angeles Department of Water and Power","2005","     159.602978","   10702.775419","    1474.729871","    2620.658988","     189.384059","    7959.454198","     294.810284","   23401.415797"
"Publicly owned utility","Los Angeles Department of Water and Power","2006","     159.517602","   10986.207218","    1561.143997","    2657.085289","     183.987755","    8467.000001","     298.058140","   24313.000002"
"Publicly owned utility","Los Angeles Department of Water and Power","2007","     174.397025","   10949.965808","    1557.545615","    2738.177346","     178.415901","    8421.153571","     297.635035","   24317.290301"
"Publicly owned utility","Los Angeles Department of Water and Power","2008","     174.641613","   11094.845524","    1579.148232","    2777.681880","     178.666126","    8721.664361","     312.431553","   24839.079289"
"Publicly owned utility","Los Angeles Department of Water and Power","2009","      35.844384","   10618.617634","    1861.941908","    2360.181352","     197.540415","    8424.119905","     288.526701","   23786.772299"
"Publicly owned utility","Los Angeles Department of Water and Power","2010","      37.374030","   10285.872175","    1892.231607","    2239.033375","     197.925396","    8040.031055","     245.477084","   22937.944722"
"Publicly owned utility","Los Angeles Department of Water and Power","2011","      52.365438","   10297.415099","    1902.907356","    2272.613418","     191.337270","    8218.369876","     217.398720","   23152.407177"
"Publicly owned utility","Los Angeles Department of Water and Power","2012","     147.123882","   10663.393307","    1705.744195","    2215.104797","     230.816659","    8453.179080","     185.530643","   23600.892563"
"Publicly owned utility","Los Angeles Department of Water and Power","2013","      96.332531","   10075.795675","    1403.405558","    2426.166897","     278.904008","    8226.693773","     138.010000","   22645.308442"
"Publicly owned utility","Los Angeles Department of Water and Power","2014","      36.018557","   11460.465851","    1074.813619","    2309.057020","     251.212721","    8178.563674","     144.810000","   23454.941442"
"Publicly owned utility","Los Angeles Department of Water and Power","2015","      41.127782","   11417.990885","    1014.088939","    2263.562399","     194.793691","    8274.631027","     130.001988","   23336.196711"
"Publicly owned utility","Los Angeles Department of Water and Power","2016","      29.105036","   11626.864224","     948.439960","    2317.648349","     213.699771","    8230.370616","     128.674058","   23494.802014"
"Publicly owned utility","Merced Irrigation District","1996","       0.502173","      15.207873","       0.512594","      16.945949","       0.196009","       0.000000","       0.033364","      33.397962"
"Publicly owned utility","Merced Irrigation District","1997","       0.948216","      28.715914","       0.967894","      31.997795","       0.370109","       0.000000","       0.062999","      63.062927"
"Publicly owned utility","Merced Irrigation District","1998","       1.070564","      32.421119","       1.092781","      36.126461","       0.417864","       0.000000","       0.071128","      71.199917"
"Publicly owned utility","Merced Irrigation District","1999","       1.703159","      51.578722","       1.738505","      57.473546","       0.664780","       0.033000","       0.113158","     113.304870"
"Publicly owned utility","Merced Irrigation District","2000","       3.633378","     110.033727","       3.708780","     122.609250","       1.418185","       0.204000","       0.241401","     241.848721"
"Publicly owned utility","Merced Irrigation District","2001","       0.000000","     152.860646","       0.000000","     117.432354","       0.000000","       0.860000","       0.000000","     271.153000"
"Publicly owned utility","Merced Irrigation District","2002","       4.028610","     181.142549","      12.495642","      95.027051","       0.427148","       4.679000","       0.000000","     297.800000"
"Publicly owned utility","Merced Irrigation District","2003","       2.404394","     136.752745","      12.739187","     156.255265","       1.407409","       9.102000","       0.000000","     318.661000"
"Publicly owned utility","Merced Irrigation District","2004","       1.742802","     124.612870","       9.631051","     177.029724","       2.609558","      15.190000","       0.026995","     330.843000"
"Publicly owned utility","Merced Irrigation District","2005","       1.195958","     127.185055","       8.775112","     180.112984","       3.495891","      24.459000","       0.000000","     345.224000"
"Publicly owned utility","Merced Irrigation District","2006","       1.014660","     134.785784","      10.366666","     187.049459","       7.017439","      35.018000","       0.026992","     375.279000"
"Publicly owned utility","Merced Irrigation District","2007","       1.129350","     148.402950","       9.935445","     214.791670","       6.503585","      41.911000","       0.000000","     422.674000"
"Publicly owned utility","Merced Irrigation District","2008","       9.661225","     155.937685","       9.634996","     205.740945","       3.134091","      46.004000","       1.457059","     431.570001"
"Publicly owned utility","Merced Irrigation District","2009","       9.178658","     155.898424","       7.959523","     197.474691","       5.070937","      48.876000","       1.495768","     425.954001"
"Publicly owned utility","Merced Irrigation District","2010","       9.007124","     163.642764","       6.791711","     190.801067","       6.088725","      48.072000","       1.540610","     425.944001"
"Publicly owned utility","Merced Irrigation District","2011","       7.857518","     168.213346","       5.914225","     205.126937","       2.480229","      50.985000","       1.509744","     442.086999"
"Publicly owned utility","Merced Irrigation District","2012","       5.909171","     178.171006","       6.031340","     199.391171","       1.920976","      54.865000","       1.547336","     447.836000"
"Publicly owned utility","Merced Irrigation District","2013","       3.011235","     190.291162","       6.695165","     199.804041","       1.833012","      55.108000","       1.313385","     458.056000"
"Publicly owned utility","Merced Irrigation District","2014","       3.514155","     209.503006","       7.017556","     227.375954","       1.708214","      63.709352","       1.230635","     514.058872"
"Publicly owned utility","Merced Irrigation District","2015","       3.513703","     190.694237","       4.787041","     207.070857","       1.588504","      55.764516","       1.139644","     464.558502"
"Publicly owned utility","Merced Irrigation District","2016","       4.534907","     185.431843","       5.271270","     205.982984","       1.593424","      55.761094","       1.137648","     459.713170"
"Publicly owned utility","Metropolitan Water District of Southern California","1990","    2417.525000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2417.525000"
"Publicly owned utility","Metropolitan Water District of Southern California","1991","    2590.661000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2590.661000"
"Publicly owned utility","Metropolitan Water District of Southern California","1992","    1831.023000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1831.023000"
"Publicly owned utility","Metropolitan Water District of Southern California","1993","    2379.751000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2379.751000"
"Publicly owned utility","Metropolitan Water District of Southern California","1994","    2577.149000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2577.149000"
"Publicly owned utility","Metropolitan Water District of Southern California","1995","    1949.352000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1949.352000"
"Publicly owned utility","Metropolitan Water District of Southern California","1996","    2418.001000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2418.001000"
"Publicly owned utility","Metropolitan Water District of Southern California","1997","    2461.818000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2461.818000"
"Publicly owned utility","Metropolitan Water District of Southern California","1998","    2122.423795","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2122.423795"
"Publicly owned utility","Metropolitan Water District of Southern California","1999","    2352.799600","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2352.799600"
"Publicly owned utility","Metropolitan Water District of Southern California","2000","    2366.890000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2366.890000"
"Publicly owned utility","Metropolitan Water District of Southern California","2001","    2483.730000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2483.730000"
"Publicly owned utility","Metropolitan Water District of Southern California","2002","    2469.520000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2469.520000"
"Publicly owned utility","Metropolitan Water District of Southern California","2003","    1362.370000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1362.370000"
"Publicly owned utility","Metropolitan Water District of Southern California","2004","    1508.420000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1508.420000"
"Publicly owned utility","Metropolitan Water District of Southern California","2005","    1837.220000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1837.220000"
"Publicly owned utility","Metropolitan Water District of Southern California","2006","    1232.860000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1232.860000"
"Publicly owned utility","Metropolitan Water District of Southern California","2007","    1406.894000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1406.894000"
"Publicly owned utility","Metropolitan Water District of Southern California","2008","    1789.396658","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1789.396658"
"Publicly owned utility","Metropolitan Water District of Southern California","2009","    2194.530576","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2194.530576"
"Publicly owned utility","Metropolitan Water District of Southern California","2010","    2190.121852","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2190.121852"
"Publicly owned utility","Metropolitan Water District of Southern California","2011","    1366.326118","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1366.326118"
"Publicly owned utility","Metropolitan Water District of Southern California","2012","    1435.908752","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1435.908752"
"Publicly owned utility","Metropolitan Water District of Southern California","2013","    1985.457989","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1985.457989"
"Publicly owned utility","Metropolitan Water District of Southern California","2014","    2349.375239","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2349.375239"
"Publicly owned utility","Metropolitan Water District of Southern California","2015","    2354.124298","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2354.124298"
"Publicly owned utility","Metropolitan Water District of Southern California","2016","    1964.743774","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1964.743774"
"Publicly owned utility","Modesto Irrigation District","1990","      63.676270","     514.185725","      31.091752","     501.890106","       7.711041","     638.595386","       3.360036","    1760.510316"
"Publicly owned utility","Modesto Irrigation District","1991","      60.660966","     487.485692","      33.572803","     466.736656","       8.800170","     655.197249","      22.531634","    1734.985170"
"Publicly owned utility","Modesto Irrigation District","1992","      64.131925","     524.355581","      33.496443","     483.736577","       8.540746","     676.061000","      15.519729","    1805.842001"
"Publicly owned utility","Modesto Irrigation District","1993","      61.863888","     510.517349","      31.927022","     484.421707","       7.768650","     651.460000","      16.054385","    1764.013001"
"Publicly owned utility","Modesto Irrigation District","1994","      65.940480","     523.063340","      39.550810","     514.673983","       7.614414","     673.866000","      16.636973","    1841.346000"
"Publicly owned utility","Modesto Irrigation District","1995","      63.306132","     537.962278","      28.433342","     526.842555","       7.130802","     666.672000","      17.289891","    1847.637000"
"Publicly owned utility","Modesto Irrigation District","1996","      66.205686","     553.833461","      35.113104","     546.321786","       6.831220","     712.089000","      17.210743","    1937.605000"
"Publicly owned utility","Modesto Irrigation District","1997","      70.954106","     574.646105","      37.366119","     583.166400","       6.220134","     708.385000","      17.518135","    1998.255999"
"Publicly owned utility","Modesto Irrigation District","1998","      65.007645","     596.049586","      38.608386","     675.799722","       6.646797","     728.591000","      16.054864","    2126.758000"
"Publicly owned utility","Modesto Irrigation District","1999","     141.954159","     886.211805","      44.834329","     320.512348","      15.604735","     729.667000","      25.835623","    2164.619999"
"Publicly owned utility","Modesto Irrigation District","2000","     106.761535","     854.258209","      53.608920","     441.816035","      12.555300","     774.000000","      16.000000","    2258.999999"
"Publicly owned utility","Modesto Irrigation District","2001","     106.650500","     787.340356","      61.933230","     488.507297","      11.568618","     761.000000","      15.000000","    2232.000001"
"Publicly owned utility","Modesto Irrigation District","2002","     125.754978","     850.898864","      72.388682","     437.970127","      13.987349","     788.000000","      16.000000","    2305.000000"
"Publicly owned utility","Modesto Irrigation District","2003","     134.117610","     896.565836","      77.944145","     396.256749","      16.115660","     842.000000","      19.000000","    2382.000000"
"Publicly owned utility","Modesto Irrigation District","2004","     112.956851","     729.552994","      82.826609","     601.465973","      39.197574","     854.000000","      21.000000","    2441.000001"
"Publicly owned utility","Modesto Irrigation District","2005","      89.552826","     725.999003","      58.233090","     682.216223","      32.998858","     875.000000","      20.000000","    2484.000000"
"Publicly owned utility","Modesto Irrigation District","2006","      91.890928","     742.489642","      54.855968","     693.409715","      40.353747","     903.000000","      16.000000","    2542.000000"
"Publicly owned utility","Modesto Irrigation District","2007","      76.790034","     743.937293","      54.448342","     769.446733","      30.377598","     880.000000","      17.000000","    2572.000000"
"Publicly owned utility","Modesto Irrigation District","2008","      94.122611","     740.217784","      54.443392","     721.267646","      38.948568","     891.000000","      18.000000","    2558.000001"
"Publicly owned utility","Modesto Irrigation District","2009","      94.250768","     718.815658","      53.511911","     669.573610","      35.848053","     894.000000","      16.000000","    2482.000000"
"Publicly owned utility","Modesto Irrigation District","2010","     134.977942","     725.759327","      53.912362","     622.460784","      23.889585","     848.000000","      17.000000","    2426.000000"
"Publicly owned utility","Modesto Irrigation District","2011","     125.042631","     731.507774","      53.509819","     631.678091","      26.261685","     858.000000","      16.000000","    2442.000000"
"Publicly owned utility","Modesto Irrigation District","2012","     100.703618","     758.368466","      54.412529","     686.767341","      26.748046","     865.000000","      16.000000","    2508.000000"
"Publicly owned utility","Modesto Irrigation District","2013","     101.433699","     752.161426","      52.801410","     690.457057","      33.146408","     863.000000","      15.000000","    2508.000000"
"Publicly owned utility","Modesto Irrigation District","2014","     105.301563","     734.069740","      58.069706","     684.318728","      38.240263","     869.000000","      15.000000","    2504.000000"
"Publicly owned utility","Modesto Irrigation District","2015","     103.661654","     716.879843","      56.127186","     687.083236","      41.248081","     857.000000","      14.000000","    2476.000000"
"Publicly owned utility","Modesto Irrigation District","2016","      94.882354","     731.901947","      53.774461","     715.583019","      42.858220","     851.000000","      12.000000","    2502.000001"
"Publicly owned utility","Moreno Valley Utilities","2006","       0.015127","      14.123725","       0.066267","       2.171772","       0.833789","       0.000000","       0.234321","      17.445001"
"Publicly owned utility","Moreno Valley Utilities","2007","       0.026178","      24.471726","       0.070817","       1.310280","       0.752634","      29.523000","       0.065365","      56.220000"
"Publicly owned utility","Moreno Valley Utilities","2008","       0.074987","      37.460191","       0.266358","       1.766273","       0.971665","      32.344000","       0.148526","      73.032000"
"Publicly owned utility","Moreno Valley Utilities","2009","       0.047711","      52.799320","       0.256558","       1.315272","       0.654974","      32.680000","       0.776165","      88.530000"
"Publicly owned utility","Moreno Valley Utilities","2010","       0.055553","      57.461252","       0.251017","       2.552347","       0.620341","      33.397000","       1.126490","      95.464000"
"Publicly owned utility","Moreno Valley Utilities","2011","       0.055979","      61.868508","       0.271282","       9.712336","       0.693277","      32.452000","       1.218617","     106.271999"
"Publicly owned utility","Moreno Valley Utilities","2012","       0.075890","      65.012779","       0.291419","      16.445956","       1.003777","      37.713000","       1.123178","     121.665999"
"Publicly owned utility","Moreno Valley Utilities","2013","       0.077382","      66.154355","       0.334982","      15.968152","       2.260365","      36.548000","       1.274764","     122.618000"
"Publicly owned utility","Moreno Valley Utilities","2014","       0.068898","      74.777437","       0.350754","      16.945808","      18.674525","      37.619000","       1.392577","     149.828999"
"Publicly owned utility","Moreno Valley Utilities","2015","       0.179012","      88.225553","       0.696832","      17.900177","      33.768519","      34.819037","       1.456368","     177.045498"
"Publicly owned utility","Moreno Valley Utilities","2016","       0.319041","      87.080935","       1.271083","      23.199000","      34.474000","      35.108982","       0.544000","     181.997041"
"Publicly owned utility","Needles, City of","1990","       0.767628","      14.801065","       0.000000","       0.000000","       0.000000","      13.289076","       0.000000","      28.857769"
"Publicly owned utility","Needles, City of","1991","       0.259478","       6.609193","       0.000000","       0.000000","       0.000000","       5.557508","       0.000000","      12.426179"
"Publicly owned utility","Needles, City of","1992","       1.163233","      26.434532","       1.726485","       0.114854","       0.973896","      26.824000","       0.000000","      57.237000"
"Publicly owned utility","Needles, City of","1993","       1.119286","      25.435838","       1.661259","       0.110515","       0.937102","      22.354000","       0.000000","      51.618000"
"Publicly owned utility","Needles, City of","1994","       0.908031","      24.642648","       0.886483","       0.052816","       0.453021","      22.107000","       0.000000","      49.049999"
"Publicly owned utility","Needles, City of","1995","       1.074077","      24.408461","       1.594159","       0.106051","       0.899252","      21.282000","       0.000000","      49.364000"
"Publicly owned utility","Needles, City of","1996","       2.643912","      23.202841","       1.828134","       0.100607","       0.657389","      30.580000","       0.072117","      59.085000"
"Publicly owned utility","Needles, City of","1997","       1.915131","      23.299292","       0.950835","       0.072970","       0.360502","      31.913000","       0.043271","      58.555001"
"Publicly owned utility","Needles, City of","1998","       2.228480","      25.376931","       1.155251","       0.077498","       0.594038","      29.245000","       0.061803","      58.739001"
"Publicly owned utility","Needles, City of","1999","       1.907936","      26.926862","       1.421704","       0.075349","       0.687022","      29.890000","       0.058127","      60.967000"
"Publicly owned utility","Needles, City of","2000","       1.440810","      25.692271","       1.636849","       0.065491","       0.497735","      31.841000","       0.045844","      61.220000"
"Publicly owned utility","Needles, City of","2001","       1.300156","      23.034725","       1.542999","       0.059368","       0.451196","      32.358000","       0.041557","      58.788001"
"Publicly owned utility","Needles, City of","2002","       1.453674","      24.486778","       1.705423","       0.066378","       0.471283","      31.932000","       0.046464","      60.162000"
"Publicly owned utility","Needles, City of","2003","       1.349884","      22.080240","       1.590276","       0.078341","       0.476075","      33.260000","       0.042184","      58.877000"
"Publicly owned utility","Needles, City of","2004","       1.435035","      22.607963","       1.293727","       0.060211","       0.873063","      32.931000","       0.000000","      59.200999"
"Publicly owned utility","Needles, City of","2005","       1.354421","      28.934445","       2.417892","       0.080262","       0.912980","      28.577000","       0.000000","      62.277000"
"Publicly owned utility","Needles, City of","2006","       1.707021","      28.077559","       2.778325","       0.115521","       1.212574","      29.595000","       0.000000","      63.486000"
"Publicly owned utility","Needles, City of","2007","       2.932906","      29.251912","       2.086177","       0.103133","       0.777425","      26.724000","       0.033447","      61.909000"
"Publicly owned utility","Needles, City of","2008","       1.319720","      26.029068","       2.023851","       0.095570","       0.457792","      28.186000","       2.800000","      60.912001"
"Publicly owned utility","Needles, City of","2009","       1.312278","      26.514358","       2.197405","       0.045995","       0.420963","      25.709000","       2.800000","      58.999999"
"Publicly owned utility","Needles, City of","2010","       1.146524","      24.228173","       3.292552","       0.029713","       0.397038","      26.069000","       2.800000","      57.963000"
"Publicly owned utility","Needles, City of","2011","       0.439063","      28.199568","       3.756597","       0.021786","       0.307985","      22.351000","       2.800000","      57.875999"
"Publicly owned utility","Needles, City of","2012","       1.000311","      24.922233","       3.472646","       0.017011","       0.260087","      25.580000","       2.800000","      58.052288"
"Publicly owned utility","Needles, City of","2013","       0.885247","      23.707696","       9.967451","       0.021266","       0.224200","      25.580000","       2.800000","      63.185860"
"Publicly owned utility","Needles, City of","2014","       0.261274","      36.462125","       9.165939","       0.013528","       0.276141","      25.580000","       2.800000","      74.559007"
"Publicly owned utility","Needles, City of","2015","       0.260997","      24.664486","       4.089422","       0.012057","       0.233936","      25.580000","       2.800000","      57.640898"
"Publicly owned utility","Needles, City of","2016","       0.431326","      24.494908","       4.057719","       0.011662","       0.211531","       5.072967","       1.570625","      35.850738"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1990","       3.090978","     635.574421","      10.300425","     277.431241","       1.847754","     133.519961","       5.390127","    1067.154907"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1991","       1.234944","     638.900530","       9.714562","     263.189547","       1.866331","     153.700025","       4.934223","    1073.540162"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1992","       1.045187","     626.892005","      10.062160","     257.621703","       2.050917","     151.150000","       4.734027","    1053.555999"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1993","       1.301517","     629.077629","      10.591990","     242.850073","       2.311494","     153.970000","       4.993296","    1045.095999"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1994","       1.282423","     646.581340","       9.780225","     227.660889","       2.038646","     154.867000","       4.620477","    1046.831000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1995","       1.194256","     650.080747","       9.916760","     224.414920","       2.114005","     159.344000","       4.568311","    1051.632999"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1996","       1.312783","     658.502110","      10.503802","     220.850942","       2.535208","     167.953000","       4.467155","    1066.125000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1997","       1.350391","     663.847840","      10.803370","     233.405936","       2.986552","     160.445000","       4.341912","    1077.181001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1998","       1.260426","     690.848620","      12.373978","     241.438841","       3.876256","     167.264000","       4.387880","    1121.450001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","1999","       1.461684","     692.080753","       7.557867","     237.229545","       6.756014","     174.833000","       4.106136","    1124.024999"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2000","       5.193467","     625.096622","      11.634146","     309.369432","       7.717122","     163.481000","       3.225211","    1125.717000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2001","       5.173535","     594.729247","      11.120056","     248.518886","       5.846849","     188.303000","       4.283428","    1057.975001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2002","       5.385804","     569.502047","      11.122790","     249.680656","       5.260011","     150.525000","       3.924692","     995.401000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2003","       5.108779","     563.820512","       9.925344","     214.727709","       5.361279","     153.783000","       3.644378","     956.371001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2004","       4.755889","     575.379776","      21.191937","     176.253469","      17.721355","     158.099000","       4.624573","     958.025999"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2005","       4.331913","     581.172533","      20.605530","     170.903601","      15.950848","     161.440000","       4.166575","     958.571000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2006","       3.822593","     592.926390","      20.330373","     168.303116","      15.901853","     161.203000","       3.623675","     966.111000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2007","       3.849325","     603.640646","      11.675624","     175.787781","      17.146327","     162.405000","       3.621297","     978.126000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2008","       5.265200","     614.411483","      12.197318","     175.280956","      17.578275","     163.336000","       3.539768","     991.609000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2009","       4.744304","     618.346471","      15.352057","     155.114058","      17.504871","     160.983000","       3.458239","     975.503000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2010","       4.999407","     606.004842","      17.469895","     139.384609","      17.071537","     161.470000","       3.376710","     949.777000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2011","       4.320332","     579.589246","      18.496533","     167.225820","      16.080888","     160.464000","       3.295181","     949.472000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2012","       3.718678","     558.115012","      24.837783","     172.973300","      14.258576","     157.905000","       3.213652","     935.022001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2013","       4.174558","     594.457652","      34.249796","     146.413259","      12.972612","     157.835000","       3.132123","     953.235000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2014","       2.814728","     555.953356","      26.094468","     199.935731","      16.011123","     149.525000","       3.050594","     953.385000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2015","       2.287262","     546.157038","      26.803491","     192.432339","      15.249235","     147.427000","       2.565636","     932.922001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2016","       2.203462","     552.785276","      26.396179","     182.634064","      11.134937","     139.652893","       0.000000","     914.806811"
"Publicly owned utility","Pasadena Water and Power","1990","      21.191960","     468.723580","      27.658590","      81.352584","       9.724497","     276.373160","      13.132235","     898.156606"
"Publicly owned utility","Pasadena Water and Power","1991","      17.101572","     467.017900","      24.315515","      68.651784","       9.479554","     256.237847","      13.150488","     855.954660"
"Publicly owned utility","Pasadena Water and Power","1992","      19.519395","     645.356566","      35.904493","      93.991935","      15.314886","     272.676000","      15.306725","    1098.070000"
"Publicly owned utility","Pasadena Water and Power","1993","      15.139083","     686.806120","      25.191638","      64.597188","      12.473045","     264.063000","      13.580927","    1081.851001"
"Publicly owned utility","Pasadena Water and Power","1994","      15.260101","     723.693705","      18.499140","      38.599732","       7.561768","     275.898000","      13.258553","    1092.770999"
"Publicly owned utility","Pasadena Water and Power","1995","      15.632945","     734.956673","      28.099382","      60.632201","      14.650031","     282.130000","      13.647768","    1149.749000"
"Publicly owned utility","Pasadena Water and Power","1996","      17.731980","     700.770958","      27.602979","      53.696505","      14.408293","     278.275000","      10.890286","    1103.376001"
"Publicly owned utility","Pasadena Water and Power","1997","      14.983411","     724.347308","      36.660409","      51.202582","      15.754731","     287.663000","      16.582559","    1147.194000"
"Publicly owned utility","Pasadena Water and Power","1998","      14.517404","     713.762896","      31.761110","      46.170163","      15.627582","     288.349000","      16.252846","    1126.441001"
"Publicly owned utility","Pasadena Water and Power","1999","      13.764071","     727.169318","      32.803297","      42.624417","      17.155136","     280.405000","      15.461762","    1129.383001"
"Publicly owned utility","Pasadena Water and Power","2000","      12.752030","     757.355459","      34.716429","      39.655463","      18.123949","     277.673000","      15.197670","    1155.474000"
"Publicly owned utility","Pasadena Water and Power","2001","       2.901779","     755.782440","      30.813206","      30.095040","      17.546544","     289.371000","      13.518991","    1140.029000"
"Publicly owned utility","Pasadena Water and Power","2002","       1.407398","     724.106431","      31.547656","      30.697733","      16.843085","     268.803000","      12.739696","    1086.144999"
"Publicly owned utility","Pasadena Water and Power","2003","       2.484805","     771.713558","      36.305269","      28.953377","      16.912386","     287.717000","      16.185605","    1160.272000"
"Publicly owned utility","Pasadena Water and Power","2004","       0.504739","     775.190680","      35.965158","      24.302125","      16.700937","     306.776000","      16.468361","    1175.908000"
"Publicly owned utility","Pasadena Water and Power","2005","       0.514836","     762.131765","      37.087602","      25.450371","      16.064818","     313.470000","      16.309608","    1171.029000"
"Publicly owned utility","Pasadena Water and Power","2006","       0.528383","     776.332291","      38.063514","      26.120064","      15.242974","     314.235000","      16.738774","    1187.261000"
"Publicly owned utility","Pasadena Water and Power","2007","       0.532595","     812.145776","      41.537980","      29.186637","       5.447357","     337.905000","      16.205655","    1242.961000"
"Publicly owned utility","Pasadena Water and Power","2008","       0.591750","     802.323953","      40.345926","      28.748091","       4.577721","     338.855000","      15.971560","    1231.414001"
"Publicly owned utility","Pasadena Water and Power","2009","      21.459734","     796.237673","      39.916865","      28.003575","       5.593152","     337.531000","      16.267000","    1245.008999"
"Publicly owned utility","Pasadena Water and Power","2010","      19.198054","     750.084768","      38.352412","      27.256615","       4.860151","     328.320000","      16.272000","    1184.344000"
"Publicly owned utility","Pasadena Water and Power","2011","      17.700020","     734.330116","      40.368987","      27.439853","       4.161024","     320.000000","      15.828000","    1159.828000"
"Publicly owned utility","Pasadena Water and Power","2012","      16.062910","     699.299988","      35.992457","      26.393879","       4.250766","     316.000000","      16.113000","    1114.113000"
"Publicly owned utility","Pasadena Water and Power","2013","      17.307230","     711.758354","      33.237075","      27.321899","       4.091443","     334.179000","      15.683000","    1143.578001"
"Publicly owned utility","Pasadena Water and Power","2014","      15.785078","     726.515177","      29.235682","      20.700471","       4.263593","     316.631000","      13.678000","    1126.809001"
"Publicly owned utility","Pasadena Water and Power","2015","      15.190782","     701.002552","      28.917753","      19.402544","       4.221369","     324.656000","      13.423000","    1106.814000"
"Publicly owned utility","Pasadena Water and Power","2016","      14.911039","     693.729377","      27.349890","      15.337521","       4.182173","     326.023000","      13.384000","    1094.917000"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2011","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       1.580052","       0.187038","       1.767090"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2012","       0.000843","       9.787524","       1.194097","       3.823440","       0.533439","       1.594000","       0.218544","      17.151887"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2013","       0.000822","       9.409667","       1.265873","       4.797549","       0.311088","       1.648000","       0.219012","      17.652011"
