year,newprice,lag1,peek1,lag2,peek2,lag3,peek3,lag4,peek4,peek5,peek6,peek7,lag8,peek8,lag9,peek9,lag10,peek10,lag11,peek11,lag12,peek12
1998,2.224623551524334,5.782,4.322,6.3389999999999995,4.103,6.406000000000001,3.27,6.102,3.525,4.856,5.353,5.909,3.6069999999999998,5.962000000000001,3.346,6.2589999999999995,4.148,6.194,4.37,5.649,5.327999999999999,5.149
1998,2.201659174404085,5.269,4.103,5.782,3.27,6.3389999999999995,3.525,6.406000000000001,4.856,5.353,5.909,5.962000000000001,4.97,6.2589999999999995,3.6069999999999998,6.194,3.346,5.649,4.148,5.149,4.37,4.223
1998,2.188295946591918,4.322,3.27,5.269,3.525,5.782,4.856,6.3389999999999995,5.353,5.909,5.962000000000001,6.2589999999999995,5.478,6.194,4.97,5.649,3.6069999999999998,5.149,3.346,4.223,4.148,4.0089999999999995
1999,2.149433913499871,4.103,3.525,4.322,4.856,5.269,5.353,5.782,5.909,5.962000000000001,6.2589999999999995,6.194,6.047000000000001,5.649,5.478,5.149,4.97,4.223,3.6069999999999998,4.0089999999999995,3.346,3.1260000000000003
1999,2.188295946591918,3.27,4.856,4.103,5.353,4.322,5.909,5.269,5.962000000000001,6.2589999999999995,6.194,5.649,6.102,5.149,6.047000000000001,4.223,5.478,4.0089999999999995,4.97,3.1260000000000003,3.6069999999999998,3.37
1999,2.186051276738094,3.525,5.353,3.27,5.909,4.103,5.962000000000001,4.322,6.2589999999999995,6.194,5.649,5.149,6.406000000000001,4.223,6.102,4.0089999999999995,6.047000000000001,3.1260000000000003,5.478,3.37,4.97,4.643
1999,2.2071749081893874,4.856,5.909,3.525,5.962000000000001,3.27,6.2589999999999995,4.103,6.194,5.649,5.149,4.223,6.3389999999999995,4.0089999999999995,6.406000000000001,3.1260000000000003,6.102,3.37,6.047000000000001,4.643,5.478,5.117
1999,2.2267833795777636,5.353,5.962000000000001,4.856,6.2589999999999995,3.525,6.194,3.27,5.649,5.149,4.223,4.0089999999999995,5.782,3.1260000000000003,6.3389999999999995,3.37,6.406000000000001,4.643,6.102,5.117,6.047000000000001,5.649
1999,2.2438960966453663,5.909,6.2589999999999995,5.353,6.194,4.856,5.649,3.525,5.149,4.223,4.0089999999999995,3.1260000000000003,5.269,3.37,5.782,4.643,6.3389999999999995,5.117,6.406000000000001,5.649,6.102,5.7
1999,2.2502386126218363,5.962000000000001,6.194,5.909,5.649,5.353,5.149,4.856,4.223,4.0089999999999995,3.1260000000000003,3.37,4.322,4.643,5.269,5.117,5.782,5.649,6.3389999999999995,5.7,6.406000000000001,5.984
1999,2.2428350885882717,6.2589999999999995,5.649,5.962000000000001,5.149,5.909,4.223,5.353,4.0089999999999995,3.1260000000000003,3.37,4.643,4.103,5.117,4.322,5.649,5.269,5.7,5.782,5.984,6.3389999999999995,5.922000000000001
1999,2.2364452904895007,6.194,5.149,6.2589999999999995,4.223,5.962000000000001,4.0089999999999995,5.909,3.1260000000000003,3.37,4.643,5.117,3.27,5.649,4.103,5.7,4.322,5.984,5.269,5.922000000000001,5.782,5.401
1999,2.2375130962503307,5.649,4.223,6.194,4.0089999999999995,6.2589999999999995,3.1260000000000003,5.962000000000001,3.37,4.643,5.117,5.649,3.525,5.7,3.27,5.984,4.103,5.922000000000001,4.322,5.401,5.269,4.923
1999,2.2071749081893874,5.149,4.0089999999999995,5.649,3.1260000000000003,6.194,3.37,6.2589999999999995,4.643,5.117,5.649,5.7,4.856,5.984,3.525,5.922000000000001,3.27,5.401,4.103,4.923,4.322,4.038
1999,2.190535589185423,4.223,3.1260000000000003,5.149,3.37,5.649,4.643,6.194,5.117,5.649,5.7,5.984,5.353,5.922000000000001,4.856,5.401,3.525,4.923,3.27,4.038,4.103,3.833
2000,2.1587147225743437,4.0089999999999995,3.37,4.223,4.643,5.149,5.117,5.649,5.649,5.7,5.984,5.922000000000001,5.909,5.401,5.353,4.923,4.856,4.038,3.525,3.833,3.27,2.989
2000,2.1644717908644115,3.1260000000000003,4.643,4.0089999999999995,5.117,4.223,5.649,5.149,5.7,5.984,5.922000000000001,5.401,5.962000000000001,4.923,5.909,4.038,5.353,3.833,4.856,2.989,3.525,3.222
2000,2.2071749081893874,3.37,5.117,3.1260000000000003,5.649,4.0089999999999995,5.7,4.223,5.984,5.922000000000001,5.401,4.923,6.2589999999999995,4.038,5.962000000000001,3.833,5.909,2.989,5.353,3.222,4.856,4.439
2000,2.21375387928743,4.643,5.649,3.37,5.7,3.1260000000000003,5.984,4.0089999999999995,5.922000000000001,5.401,4.923,4.038,6.194,3.833,6.2589999999999995,2.989,5.962000000000001,3.222,5.909,4.439,5.353,4.893
2000,2.234306252240751,5.117,5.7,4.643,5.984,3.37,5.922000000000001,3.1260000000000003,5.401,4.923,4.038,3.833,5.649,2.989,6.194,3.222,6.2589999999999995,4.439,5.962000000000001,4.893,5.909,5.401
