year,newprice,lag1,peek1,lag2,peek2,lag3,peek3,lag4,peek4,peek5,peek6,peek7,lag8,peek8,lag9,peek9,lag10,peek10,lag11,peek11,lag12,peek12
2000,2.25758772706331,5.649,5.984,5.117,5.922000000000001,4.643,5.401,3.37,4.923,4.038,3.833,2.989,5.149,3.222,5.649,4.439,6.194,4.893,6.2589999999999995,5.401,5.962000000000001,5.45
2000,2.262804222982201,5.7,5.922000000000001,5.649,5.401,5.117,4.923,4.643,4.038,3.833,2.989,3.222,4.223,4.439,5.149,4.893,5.649,5.401,6.194,5.45,6.2589999999999995,5.721
2000,2.2648832258100344,5.984,5.401,5.7,4.923,5.649,4.038,5.117,3.833,2.989,3.222,4.439,4.0089999999999995,4.893,4.223,5.401,5.149,5.45,5.649,5.721,6.194,5.662000000000001
2000,2.252343876557299,5.922000000000001,4.923,5.984,4.038,5.7,3.833,5.649,2.989,3.222,4.439,4.893,3.1260000000000003,5.401,4.0089999999999995,5.45,4.223,5.721,5.149,5.662000000000001,5.649,5.164
2000,2.2502386126218363,5.401,4.038,5.922000000000001,3.833,5.984,2.989,5.7,3.222,4.439,4.893,5.401,3.37,5.45,3.1260000000000003,5.721,4.0089999999999995,5.662000000000001,4.223,5.164,5.149,4.706
2000,2.21375387928743,4.923,3.833,5.401,2.989,5.922000000000001,3.222,5.984,4.439,4.893,5.401,5.45,4.643,5.721,3.37,5.662000000000001,3.1260000000000003,5.164,4.0089999999999995,4.706,4.223,3.861
2000,2.1770218700187,4.038,2.989,4.923,3.222,5.401,4.439,5.922000000000001,4.893,5.401,5.45,5.721,5.117,5.662000000000001,4.643,5.164,3.37,4.706,3.1260000000000003,3.861,4.0089999999999995,3.665
2001,2.166765369851511,3.833,3.222,4.038,4.439,4.923,4.893,5.401,5.401,5.45,5.721,5.662000000000001,5.649,5.164,5.117,4.706,4.643,3.861,3.37,3.665,3.1260000000000003,2.887
2001,2.201659174404085,2.989,4.439,3.833,4.893,4.038,5.401,4.923,5.45,5.721,5.662000000000001,5.164,5.7,4.706,5.649,3.861,5.117,3.665,4.643,2.887,3.37,3.112
2001,2.2321626286975,3.222,4.893,2.989,5.401,3.833,5.45,4.038,5.721,5.662000000000001,5.164,4.706,5.984,3.861,5.7,3.665,5.649,2.887,5.117,3.112,4.643,4.288
2001,2.247072383063787,4.439,5.401,3.222,5.45,2.989,5.721,3.833,5.662000000000001,5.164,4.706,3.861,5.922000000000001,3.665,5.984,2.887,5.7,3.112,5.649,4.288,5.117,4.726
2001,2.285438934159075,4.893,5.45,4.439,5.721,3.222,5.662000000000001,2.989,5.164,4.706,3.861,3.665,5.401,2.887,5.922000000000001,3.112,5.984,4.288,5.7,4.726,5.649,5.2170000000000005
2001,2.309560706730471,5.401,5.721,4.893,5.662000000000001,4.439,5.164,3.222,4.706,3.861,3.665,2.887,4.923,3.112,5.401,4.288,5.922000000000001,4.726,5.984,5.2170000000000005,5.7,5.263999999999999
2001,2.305580601973844,5.45,5.662000000000001,5.401,5.164,4.893,4.706,4.439,3.861,3.665,2.887,3.112,4.038,4.288,4.923,4.726,5.401,5.2170000000000005,5.922000000000001,5.263999999999999,5.984,5.526
2001,2.303584593327129,5.721,5.164,5.45,4.706,5.401,3.861,4.893,3.665,2.887,3.112,4.288,3.833,4.726,4.038,5.2170000000000005,4.923,5.263999999999999,5.401,5.526,5.922000000000001,5.468999999999999
2001,2.2945529212967815,5.662000000000001,4.706,5.721,3.861,5.45,3.665,5.401,2.887,3.112,4.288,4.726,2.989,5.2170000000000005,3.833,5.263999999999999,4.038,5.526,4.923,5.468999999999999,5.401,4.988
2001,2.286455711064162,5.164,3.861,5.662000000000001,3.665,5.721,2.887,5.45,3.112,4.288,4.726,5.2170000000000005,3.222,5.263999999999999,2.989,5.526,3.833,5.468999999999999,4.038,4.988,4.923,4.546
2001,2.2491843162669305,4.706,3.665,5.164,2.887,5.662000000000001,3.112,5.721,4.288,4.726,5.2170000000000005,5.263999999999999,4.439,5.526,3.222,5.468999999999999,2.989,4.988,3.833,4.546,4.038,3.7289999999999996
2001,2.2289385528257473,3.861,2.887,4.706,3.112,5.164,4.288,5.662000000000001,4.726,5.2170000000000005,5.263999999999999,5.526,4.893,5.468999999999999,4.439,4.988,3.222,4.546,2.989,3.7289999999999996,3.833,3.54
2002,2.2049722641270453,3.665,3.112,3.861,4.288,4.706,4.726,5.164,5.2170000000000005,5.263999999999999,5.526,5.468999999999999,5.401,4.988,4.893,4.546,4.439,3.7289999999999996,3.222,3.54,2.989,2.807
2002,2.2181159363675955,2.887,4.288,3.665,4.726,3.861,5.2170000000000005,4.706,5.263999999999999,5.526,5.468999999999999,4.988,5.45,4.546,5.401,3.7289999999999996,4.893,3.54,4.439,2.807,3.222,3.0260000000000002
2002,2.2159372862683733,3.112,4.726,2.887,5.2170000000000005,3.665,5.263999999999999,3.861,5.526,5.468999999999999,4.988,4.546,5.721,3.7289999999999996,5.45,3.54,5.401,2.807,4.893,3.0260000000000002,4.439,4.169
2002,2.2375130962503307,4.288,5.2170000000000005,3.112,5.263999999999999,2.887,5.526,3.665,5.468999999999999,4.988,4.546,3.7289999999999996,5.662000000000001,3.54,5.721,2.807,5.45,3.0260000000000002,5.401,4.169,4.893,4.595
2002,2.265921108622454,4.726,5.263999999999999,4.288,5.526,3.112,5.468999999999999,2.887,4.988,4.546,3.7289999999999996,3.54,5.164,2.807,5.662000000000001,3.0260000000000002,5.721,4.169,5.45,4.595,5.401,5.072
2002,2.2752138961979136,5.2170000000000005,5.526,4.726,5.468999999999999,4.288,4.988,3.112,4.546,3.7289999999999996,3.54,2.807,4.706,3.0260000000000002,5.164,4.169,5.662000000000001,4.595,5.721,5.072,5.45,5.118
2002,2.2844211223663744,5.263999999999999,5.468999999999999,5.2170000000000005,4.988,4.726,4.546,4.288,3.7289999999999996,3.54,2.807,3.0260000000000002,3.861,4.169,4.706,4.595,5.164,5.072,5.662000000000001,5.118,5.721,5.372999999999999
2002,2.2741856184723477,5.526,4.988,5.263999999999999,4.546,5.2170000000000005,3.7289999999999996,4.726,3.54,2.807,3.0260000000000002,4.169,3.665,4.595,3.861,5.072,4.706,5.118,5.164,5.372999999999999,5.662000000000001,5.317
2002,2.2607208888953467,5.468999999999999,4.546,5.526,3.7289999999999996,5.263999999999999,3.54,5.2170000000000005,2.807,3.0260000000000002,4.169,4.595,2.887,5.072,3.665,5.118,3.861,5.372999999999999,4.706,5.317,5.164,4.85
2002,2.248128907197987,4.988,3.7289999999999996,5.468999999999999,3.54,5.526,2.807,5.263999999999999,3.0260000000000002,4.169,4.595,5.072,3.112,5.118,2.887,5.372999999999999,3.665,5.317,3.861,4.85,4.706,4.42
2002,2.231089091288976,4.546,3.54,4.988,2.807,5.468999999999999,3.0260000000000002,5.526,4.169,4.595,5.072,5.118,4.288,5.372999999999999,3.112,5.317,2.887,4.85,3.665,4.42,3.861,3.6260000000000003
2002,2.206074192613202,3.7289999999999996,2.807,4.546,3.0260000000000002,4.988,4.169,5.468999999999999,4.595,5.072,5.118,5.372999999999999,4.726,5.317,4.288,4.85,3.112,4.42,2.887,3.6260000000000003,3.665,3.4410000000000003
2003,2.1972245773362196,3.54,3.0260000000000002,3.7289999999999996,4.169,4.546,4.595,4.988,5.072,5.118,5.372999999999999,5.317,5.2170000000000005,4.85,4.726,4.42,4.288,3.6260000000000003,3.112,3.4410000000000003,2.887,2.77
2003,2.199444334074532,2.807,4.169,3.54,4.595,3.7289999999999996,5.072,4.546,5.118,5.372999999999999,5.317,4.85,5.263999999999999,4.42,5.2170000000000005,3.6260000000000003,4.726,3.4410000000000003,4.288,2.77,3.112,2.986
2003,2.2353763433005955,3.0260000000000002,4.595,2.807,5.072,3.54,5.118,3.7289999999999996,5.372999999999999,5.317,4.85,4.42,5.526,3.6260000000000003,5.263999999999999,3.4410000000000003,5.2170000000000005,2.77,4.726,2.986,4.288,4.114
2003,2.2844211223663744,4.169,5.072,3.0260000000000002,5.118,2.807,5.372999999999999,3.54,5.317,4.85,4.42,3.6260000000000003,5.468999999999999,3.4410000000000003,5.526,2.77,5.263999999999999,2.986,5.2170000000000005,4.114,4.726,4.534
2003,2.301584592660462,4.595,5.118,4.169,5.372999999999999,3.0260000000000002,5.317,2.807,4.85,4.42,3.6260000000000003,3.4410000000000003,4.988,2.77,5.468999999999999,2.986,5.526,4.114,5.263999999999999,4.534,5.2170000000000005,5.006
2003,2.327277705584417,5.072,5.372999999999999,4.595,5.317,4.169,4.85,3.0260000000000002,4.42,3.6260000000000003,3.4410000000000003,2.77,4.546,2.986,4.988,4.114,5.468999999999999,4.534,5.526,5.006,5.263999999999999,5.051
2003,2.3233676321765744,5.118,5.317,5.072,4.85,4.595,4.42,4.169,3.6260000000000003,3.4410000000000003,2.77,2.986,3.7289999999999996,4.114,4.546,4.534,4.988,5.006,5.468999999999999,5.051,5.526,5.3020000000000005
2003,2.3243465847755584,5.372999999999999,4.85,5.118,4.42,5.072,3.6260000000000003,4.595,3.4410000000000003,2.77,2.986,4.114,3.54,4.534,3.7289999999999996,5.006,4.546,5.051,4.988,5.3020000000000005,5.468999999999999,5.247000000000001
2003,2.2945529212967815,5.317,4.42,5.372999999999999,3.6260000000000003,5.118,3.4410000000000003,5.072,2.77,2.986,4.114,4.534,2.807,5.006,3.54,5.051,3.7289999999999996,5.3020000000000005,4.546,5.247000000000001,4.988,4.7860000000000005
2003,2.2874714551839976,4.85,3.6260000000000003,5.317,3.4410000000000003,5.372999999999999,2.77,5.118,2.986,4.114,4.534,5.006,3.0260000000000002,5.051,2.807,5.3020000000000005,3.54,5.247000000000001,3.7289999999999996,4.7860000000000005,4.546,4.362
2003,2.2741856184723477,4.42,3.4410000000000003,4.85,2.77,5.317,2.986,5.372999999999999,4.114,4.534,5.006,5.051,4.169,5.3020000000000005,3.0260000000000002,5.247000000000001,2.807,4.7860000000000005,3.54,4.362,3.7289999999999996,3.5780000000000003
2003,2.2300144001592104,3.6260000000000003,2.77,4.42,2.986,4.85,4.114,5.317,4.534,5.006,5.051,5.3020000000000005,4.595,5.247000000000001,4.169,4.7860000000000005,3.0260000000000002,4.362,2.807,3.5780000000000003,3.54,3.3960000000000004
2004,2.2235418856535927,3.4410000000000003,2.986,3.6260000000000003,4.114,4.42,4.534,4.85,5.006,5.051,5.3020000000000005,5.247000000000001,5.072,4.7860000000000005,4.595,4.362,4.169,3.5780000000000003,3.0260000000000002,3.3960000000000004,2.807,2.718
2004,2.2332350148592526,2.77,4.114,3.4410000000000003,4.534,3.6260000000000003,5.006,4.42,5.051,5.3020000000000005,5.247000000000001,4.7860000000000005,5.118,4.362,5.072,3.5780000000000003,4.595,3.3960000000000004,4.169,2.718,3.0260000000000002,2.93
2004,2.263844264677615,2.986,4.534,2.77,5.006,3.4410000000000003,5.051,3.6260000000000003,5.3020000000000005,5.247000000000001,4.7860000000000005,4.362,5.372999999999999,3.5780000000000003,5.118,3.3960000000000004,5.072,2.718,4.595,2.93,4.169,4.0360000000000005
2004,2.295560478057081,4.114,5.006,2.986,5.051,2.77,5.3020000000000005,3.4410000000000003,5.247000000000001,4.7860000000000005,4.362,3.5780000000000003,5.317,3.3960000000000004,5.372999999999999,2.718,5.118,2.93,5.072,4.0360000000000005,4.595,4.449
2004,2.309560706730471,4.534,5.051,4.114,5.3020000000000005,2.986,5.247000000000001,2.77,4.7860000000000005,4.362,3.5780000000000003,3.3960000000000004,4.85,2.718,5.317,2.93,5.372999999999999,4.0360000000000005,5.118,4.449,5.072,4.9110000000000005
2004,2.331172549845958,5.006,5.3020000000000005,4.534,5.247000000000001,4.114,4.7860000000000005,2.986,4.362,3.5780000000000003,3.3960000000000004,2.718,4.42,2.93,4.85,4.0360000000000005,5.317,4.449,5.372999999999999,4.9110000000000005,5.118,4.955
2004,2.337952236831337,5.051,5.247000000000001,5.006,4.7860000000000005,4.534,4.362,4.114,3.5780000000000003,3.3960000000000004,2.718,2.93,3.6260000000000003,4.0360000000000005,4.42,4.449,4.85,4.9110000000000005,5.317,4.955,5.372999999999999,5.202000000000001
2004,2.3513752571634776,5.3020000000000005,4.7860000000000005,5.051,4.362,5.006,3.5780000000000003,4.534,3.3960000000000004,2.718,2.93,4.0360000000000005,3.4410000000000003,4.449,3.6260000000000003,4.9110000000000005,4.42,4.955,4.85,5.202000000000001,5.317,5.148
2004,2.340843805111136,5.247000000000001,4.362,5.3020000000000005,3.5780000000000003,5.051,3.3960000000000004,5.006,2.718,2.93,4.0360000000000005,4.449,2.77,4.9110000000000005,3.4410000000000003,4.955,3.6260000000000003,5.202000000000001,4.42,5.148,4.85,4.695
2004,2.307572634505085,4.7860000000000005,3.5780000000000003,5.247000000000001,3.3960000000000004,5.3020000000000005,2.718,5.051,2.93,4.0360000000000005,4.449,4.9110000000000005,2.986,4.955,2.77,5.202000000000001,3.4410000000000003,5.148,3.6260000000000003,4.695,4.42,4.279
2004,2.298577071596507,4.362,3.3960000000000004,4.7860000000000005,2.718,5.247000000000001,2.93,5.3020000000000005,4.0360000000000005,4.449,4.9110000000000005,4.955,4.114,5.202000000000001,2.986,5.148,2.77,4.695,3.4410000000000003,4.279,3.6260000000000003,3.51
2004,2.259677591982769,3.5780000000000003,2.718,4.362,2.93,4.7860000000000005,4.0360000000000005,5.247000000000001,4.449,4.9110000000000005,4.955,5.202000000000001,4.534,5.148,4.114,4.695,2.986,4.279,2.77,3.51,3.4410000000000003,3.332
2005,2.253394848803274,3.3960000000000004,2.93,3.5780000000000003,4.0360000000000005,4.362,4.449,4.7860000000000005,4.9110000000000005,4.955,5.202000000000001,5.148,5.006,4.695,4.534,4.279,4.114,3.51,2.986,3.332,2.77,2.844
2005,2.278292400425001,2.718,4.0360000000000005,3.3960000000000004,4.449,3.5780000000000003,4.9110000000000005,4.362,4.955,5.202000000000001,5.148,4.695,5.051,4.279,5.006,3.51,4.534,3.332,4.114,2.844,2.986,3.0660000000000003
2005,2.28949985344539,2.93,4.449,2.718,4.9110000000000005,3.3960000000000004,4.955,3.5780000000000003,5.202000000000001,5.148,4.695,4.279,5.3020000000000005,3.51,5.051,3.332,5.006,2.844,4.534,3.0660000000000003,4.114,4.224
2005,2.3243465847755584,4.0360000000000005,4.9110000000000005,2.93,4.955,2.718,5.202000000000001,3.3960000000000004,5.148,4.695,4.279,3.51,5.247000000000001,3.332,5.3020000000000005,2.844,5.051,3.0660000000000003,5.006,4.224,4.534,4.656000000000001
2005,2.3570732782781154,4.449,4.955,4.0360000000000005,5.202000000000001,2.93,5.148,2.718,4.695,4.279,3.51,3.332,4.7860000000000005,2.844,5.247000000000001,3.0660000000000003,5.3020000000000005,4.224,5.051,4.656000000000001,5.006,5.14
2005,2.378619779270043,4.9110000000000005,5.202000000000001,4.449,5.148,4.0360000000000005,4.695,2.93,4.279,3.51,3.332,2.844,4.362,3.0660000000000003,4.7860000000000005,4.224,5.247000000000001,4.656000000000001,5.3020000000000005,5.14,5.051,5.186
2005,2.3767644911682972,4.955,5.148,4.9110000000000005,4.695,4.449,4.279,4.0360000000000005,3.51,3.332,2.844,3.0660000000000003,3.5780000000000003,4.224,4.362,4.656000000000001,4.7860000000000005,5.14,5.247000000000001,5.186,5.3020000000000005,5.444
2005,2.391511302188447,5.202000000000001,4.695,4.955,4.279,4.9110000000000005,3.51,4.449,3.332,2.844,3.0660000000000003,4.224,3.3960000000000004,4.656000000000001,3.5780000000000003,5.14,4.362,5.186,4.7860000000000005,5.444,5.247000000000001,5.388
2005,2.392425796993835,5.148,4.279,5.202000000000001,3.51,4.955,3.332,4.9110000000000005,2.844,3.0660000000000003,4.224,4.656000000000001,2.718,5.14,3.3960000000000004,5.186,3.5780000000000003,5.444,4.362,5.388,4.7860000000000005,4.914
2005,2.3758355547336385,4.695,3.51,5.148,3.332,5.202000000000001,2.844,4.955,3.0660000000000003,4.224,4.656000000000001,5.14,2.93,5.186,2.718,5.444,3.3960000000000004,5.388,3.5780000000000003,4.914,4.362,4.479
2005,2.3758355547336385,4.279,3.332,4.695,2.844,5.148,3.0660000000000003,5.202000000000001,4.224,4.656000000000001,5.14,5.186,4.0360000000000005,5.444,2.93,5.388,2.718,4.914,3.3960000000000004,4.479,3.5780000000000003,3.674
2005,2.329227023940467,3.51,2.844,4.279,3.0660000000000003,4.695,4.224,5.148,4.656000000000001,5.14,5.186,5.444,4.449,5.388,4.0360000000000005,4.914,2.93,4.479,2.718,3.674,3.3960000000000004,3.487
2006,2.3561258599220753,3.332,3.0660000000000003,3.51,4.224,4.279,4.656000000000001,4.695,5.14,5.186,5.444,5.388,4.9110000000000005,4.914,4.449,4.479,4.0360000000000005,3.674,2.93,3.487,2.718,2.9819999999999998
2006,2.379546134130174,2.844,4.224,3.332,4.656000000000001,3.51,5.14,4.279,5.186,5.444,5.388,4.914,4.955,4.479,4.9110000000000005,3.674,4.449,3.487,4.0360000000000005,2.9819999999999998,2.93,3.215
2006,2.386006701133118,3.0660000000000003,4.656000000000001,2.844,5.14,3.332,5.186,3.51,5.444,5.388,4.914,4.479,5.202000000000001,3.674,4.955,3.487,4.9110000000000005,2.9819999999999998,4.449,3.215,4.0360000000000005,4.428999999999999
2006,2.4265710727750367,4.224,5.14,3.0660000000000003,5.186,2.844,5.444,3.332,5.388,4.914,4.479,3.674,5.148,3.487,5.202000000000001,2.9819999999999998,4.955,3.215,4.9110000000000005,4.428999999999999,4.449,4.881
2006,2.4518667957098,4.656000000000001,5.186,4.224,5.444,3.0660000000000003,5.388,2.844,4.914,4.479,3.674,3.487,4.695,2.9819999999999998,5.148,3.215,5.202000000000001,4.428999999999999,4.955,4.881,4.9110000000000005,5.388999999999999
2006,2.47232786758114,5.14,5.444,4.656000000000001,5.388,4.224,4.914,3.0660000000000003,4.479,3.674,3.487,2.9819999999999998,4.279,3.215,4.695,4.428999999999999,5.148,4.881,5.202000000000001,5.388999999999999,4.955,5.437
2006,2.481567748522486,5.186,5.388,5.14,4.914,4.656000000000001,4.479,4.224,3.674,3.487,2.9819999999999998,3.215,3.51,4.428999999999999,4.279,4.881,4.695,5.388999999999999,5.148,5.437,5.202000000000001,5.707999999999999
2006,2.479894107964456,5.444,4.914,5.186,4.479,5.14,3.674,4.656000000000001,3.487,2.9819999999999998,3.215,4.428999999999999,3.332,4.881,3.51,5.388999999999999,4.279,5.437,4.695,5.707999999999999,5.148,5.649
2006,2.479894107964456,5.388,4.479,5.444,3.674,5.186,3.487,5.14,2.9819999999999998,3.215,4.428999999999999,4.881,2.844,5.388999999999999,3.332,5.437,3.51,5.707999999999999,4.279,5.649,4.695,5.152
2006,2.449279472144849,4.914,3.674,5.388,3.487,5.444,2.9819999999999998,5.186,3.215,4.428999999999999,4.881,5.388999999999999,3.0660000000000003,5.437,2.844,5.707999999999999,3.332,5.649,3.51,5.152,4.279,4.696000000000001
2006,2.414126467726953,4.479,3.487,4.914,2.9819999999999998,5.388,3.215,5.444,4.428999999999999,4.881,5.388999999999999,5.437,4.224,5.707999999999999,3.0660000000000003,5.649,2.844,5.152,3.332,4.696000000000001,3.51,3.852
2006,2.3832429960115,3.674,2.9819999999999998,4.479,3.215,4.914,4.428999999999999,5.388,4.881,5.388999999999999,5.437,5.707999999999999,4.656000000000001,5.649,4.224,5.152,3.0660000000000003,4.696000000000001,2.844,3.852,3.332,3.656
2007,2.403334996094189,3.487,3.215,3.674,4.428999999999999,4.479,4.881,4.914,5.388999999999999,5.437,5.707999999999999,5.649,5.14,5.152,4.656000000000001,4.696000000000001,4.224,3.852,3.0660000000000003,3.656,2.844,3.1660000000000004
2007,2.387844936944869,2.9819999999999998,4.428999999999999,3.487,4.881,3.674,5.388999999999999,4.479,5.437,5.707999999999999,5.649,5.152,5.186,4.696000000000001,5.14,3.852,4.656000000000001,3.656,4.224,3.1660000000000004,3.0660000000000003,3.412
2007,2.422144328051685,3.215,4.881,2.9819999999999998,5.388999999999999,3.487,5.437,3.674,5.707999999999999,5.649,5.152,4.696000000000001,5.444,3.852,5.186,3.656,5.14,3.1660000000000004,4.656000000000001,3.412,4.224,4.702
2007,2.453587966530573,4.428999999999999,5.388999999999999,3.215,5.437,2.9819999999999998,5.707999999999999,3.487,5.649,5.152,4.696000000000001,3.852,5.388,3.656,5.444,3.1660000000000004,5.186,3.412,5.14,4.702,4.656000000000001,5.182
2007,2.4655539212721855,4.881,5.437,4.428999999999999,5.707999999999999,3.215,5.649,2.9819999999999998,5.152,4.696000000000001,3.852,3.656,4.914,3.1660000000000004,5.388,3.412,5.444,4.702,5.186,5.182,5.14,5.721
2007,2.492378664626701,5.388999999999999,5.707999999999999,4.881,5.649,4.428999999999999,5.152,3.215,4.696000000000001,3.852,3.656,3.1660000000000004,4.479,3.412,4.914,4.702,5.388,5.182,5.444,5.721,5.186,5.772
2007,2.4907230351094403,5.437,5.649,5.388999999999999,5.152,4.881,4.696000000000001,4.428999999999999,3.852,3.656,3.1660000000000004,3.412,3.674,4.702,4.479,5.182,4.914,5.721,5.388,5.772,5.444,6.06
2007,2.4907230351094403,5.707999999999999,5.152,5.437,4.696000000000001,5.388999999999999,3.852,4.881,3.656,3.1660000000000004,3.412,4.702,3.487,5.182,3.674,5.721,4.479,5.772,4.914,6.06,5.388,5.997000000000001
2007,2.481567748522486,5.649,4.696000000000001,5.707999999999999,3.852,5.437,3.656,5.388999999999999,3.1660000000000004,3.412,4.702,5.182,2.9819999999999998,5.721,3.487,5.772,3.674,6.06,4.479,5.997000000000001,4.914,5.468999999999999
2007,2.469793011977952,5.152,3.852,5.649,3.656,5.707999999999999,3.1660000000000004,5.437,3.412,4.702,5.182,5.721,3.215,5.772,2.9819999999999998,6.06,3.487,5.997000000000001,3.674,5.468999999999999,4.479,4.985
2007,2.4595888418037104,4.696000000000001,3.656,5.152,3.1660000000000004,5.649,3.412,5.707999999999999,4.702,5.182,5.721,5.772,4.428999999999999,6.06,3.215,5.997000000000001,2.9819999999999998,5.468999999999999,3.487,4.985,3.674,4.0889999999999995
2007,2.427454075039915,3.852,3.1660000000000004,4.696000000000001,3.412,5.152,4.702,5.649,5.182,5.721,5.772,6.06,4.881,5.997000000000001,4.428999999999999,5.468999999999999,3.215,4.985,2.9819999999999998,4.0889999999999995,3.487,3.8810000000000002
2008,2.410542234499138,3.656,3.412,3.852,4.702,4.696000000000001,5.182,5.152,5.721,5.772,6.06,5.997000000000001,5.388999999999999,5.468999999999999,4.881,4.985,4.428999999999999,4.0889999999999995,3.215,3.8810000000000002,2.9819999999999998,3.241
2008,2.412335956953165,3.1660000000000004,4.702,3.656,5.182,3.852,5.721,4.696000000000001,5.772,6.06,5.997000000000001,5.468999999999999,5.437,4.985,5.388999999999999,4.0889999999999995,4.881,3.8810000000000002,4.428999999999999,3.241,3.215,3.4930000000000003
2008,2.4379897300002487,3.412,5.182,3.1660000000000004,5.721,3.656,5.772,3.852,6.06,5.997000000000001,5.468999999999999,4.985,5.707999999999999,4.0889999999999995,5.437,3.8810000000000002,5.388999999999999,3.241,4.881,3.4930000000000003,4.428999999999999,4.813
2008,2.4790562361098245,4.702,5.721,3.412,5.772,3.1660000000000004,6.06,3.656,5.997000000000001,5.468999999999999,4.985,4.0889999999999995,5.649,3.8810000000000002,5.707999999999999,3.241,5.437,3.4930000000000003,5.388999999999999,4.813,4.881,5.305
2008,2.517696472610991,5.182,5.772,4.702,6.06,3.412,5.997000000000001,3.1660000000000004,5.468999999999999,4.985,4.0889999999999995,3.8810000000000002,5.152,3.241,5.649,3.4930000000000003,5.707999999999999,4.813,5.437,5.305,5.388999999999999,5.856
2008,2.547098670044448,5.721,6.06,5.182,5.997000000000001,4.702,5.468999999999999,3.412,4.985,4.0889999999999995,3.8810000000000002,3.241,4.696000000000001,3.4930000000000003,5.152,4.813,5.649,5.305,5.707999999999999,5.856,5.437,5.909
2008,2.570319527636131,5.772,5.997000000000001,5.721,5.468999999999999,5.182,4.985,4.702,4.0889999999999995,3.8810000000000002,3.241,3.4930000000000003,3.852,4.813,4.696000000000001,5.305,5.152,5.856,5.649,5.909,5.707999999999999,6.202999999999999
2008,2.5718485799218085,6.06,5.468999999999999,5.772,4.985,5.721,4.0889999999999995,5.182,3.8810000000000002,3.241,3.4930000000000003,4.813,3.656,5.305,3.852,5.856,4.696000000000001,5.909,5.152,6.202999999999999,5.649,6.138999999999999
2008,2.558776498354456,5.997000000000001,4.985,6.06,4.0889999999999995,5.772,3.8810000000000002,5.721,3.241,3.4930000000000003,4.813,5.305,3.1660000000000004,5.856,3.656,5.909,3.852,6.202999999999999,4.696000000000001,6.138999999999999,5.152,5.599
2008,2.550226115908643,5.468999999999999,4.0889999999999995,5.997000000000001,3.8810000000000002,6.06,3.241,5.772,3.4930000000000003,4.813,5.305,5.856,3.412,5.909,3.1660000000000004,6.202999999999999,3.656,6.138999999999999,3.852,5.599,4.696000000000001,5.103
2008,2.519308076505333,4.985,3.8810000000000002,5.468999999999999,3.241,5.997000000000001,3.4930000000000003,6.06,4.813,5.305,5.856,5.909,4.702,6.202999999999999,3.412,6.138999999999999,3.1660000000000004,5.599,3.656,5.103,3.852,4.186
2008,2.4731713935695794,4.0889999999999995,3.241,4.985,3.4930000000000003,5.468999999999999,4.813,5.997000000000001,5.305,5.856,5.909,6.202999999999999,5.182,6.138999999999999,4.702,5.599,3.412,5.103,3.1660000000000004,4.186,3.656,3.9730000000000003
2009,2.4832385926873033,3.8810000000000002,3.4930000000000003,4.0889999999999995,4.813,4.985,5.305,5.468999999999999,5.856,5.909,6.202999999999999,6.138999999999999,5.721,5.599,5.182,5.103,4.702,4.186,3.412,3.9730000000000003,3.1660000000000004,3.5060000000000002
2009,2.4997952622817508,3.241,4.813,3.8810000000000002,5.305,4.0889999999999995,5.856,4.985,5.909,6.202999999999999,6.138999999999999,5.599,5.772,5.103,5.721,4.186,5.182,3.9730000000000003,4.702,3.5060000000000002,3.412,3.779
2009,2.5079719227189963,3.4930000000000003,5.305,3.241,5.856,3.8810000000000002,5.909,4.0889999999999995,6.202999999999999,6.138999999999999,5.599,5.103,6.06,4.186,5.772,3.9730000000000003,5.721,3.5060000000000002,5.182,3.779,4.702,5.207000000000001
2009,2.5257286443082556,4.813,5.856,3.4930000000000003,5.909,3.241,6.202999999999999,3.8810000000000002,6.138999999999999,5.599,5.103,4.186,5.997000000000001,3.9730000000000003,6.06,3.5060000000000002,5.772,3.779,5.721,5.207000000000001,5.182,5.739
2009,2.5478814489493886,5.305,5.909,4.813,6.202999999999999,3.4930000000000003,6.138999999999999,3.241,5.599,5.103,4.186,3.9730000000000003,5.468999999999999,3.5060000000000002,5.997000000000001,3.779,6.06,5.207000000000001,5.772,5.739,5.721,6.335
2009,2.550226115908643,5.856,6.202999999999999,5.305,6.138999999999999,4.813,5.599,3.4930000000000003,5.103,4.186,3.9730000000000003,3.5060000000000002,4.985,3.779,5.468999999999999,5.207000000000001,5.997000000000001,5.739,6.06,6.335,5.772,6.392
2009,2.553343811341229,5.909,6.138999999999999,5.856,5.599,5.305,5.103,4.813,4.186,3.9730000000000003,3.5060000000000002,3.779,4.0889999999999995,5.207000000000001,4.985,5.739,5.468999999999999,6.335,5.997000000000001,6.392,6.06,6.711
2009,2.5603232890727545,6.202999999999999,5.599,5.909,5.103,5.856,4.186,5.305,3.9730000000000003,3.5060000000000002,3.779,5.207000000000001,3.8810000000000002,5.739,4.0889999999999995,6.335,4.985,6.392,5.468999999999999,6.711,5.997000000000001,6.641
2009,2.561867690924129,6.138999999999999,5.103,6.202999999999999,4.186,5.909,3.9730000000000003,5.856,3.5060000000000002,3.779,5.207000000000001,5.739,3.241,6.335,3.8810000000000002,6.392,4.0889999999999995,6.711,4.985,6.641,5.468999999999999,6.057
