Solar,Energy,year,Price,REDTI,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
16.513,1519.571,2016,12.73,75.9,0,0,0,0,0,1,0,0,0,0,0,0
17.191,1807.288,2016,12.68,82.2,0,0,0,0,0,0,1,0,0,0,0,0
16.687,1761.09,2016,12.88,95.3,0,0,0,0,0,0,0,1,0,0,0,0
14.864,1468.072,2016,12.87,72.2,0,0,0,0,0,0,0,0,1,0,0,0
13.291,1309.287,2016,12.46,15.1,0,0,0,0,0,0,0,0,0,1,0,0
10.851,1436.546,2016,12.75,7.2,0,0,0,0,0,0,0,0,0,0,1,0
9.879,2228.927,2016,12.23,44.1,0,0,0,0,0,0,0,0,0,0,0,1
9.655,2321.908,2017,12.21,18.9,1,0,0,0,0,0,0,0,0,0,0,0
10.808,1716.419,2017,12.78,0.0,0,1,0,0,0,0,0,0,0,0,0,0
15.735,1787.844,2017,12.89,36.5,0,0,1,0,0,0,0,0,0,0,0,0
17.576,1322.539,2017,12.69,0.0,0,0,0,1,0,0,0,0,0,0,0,0
19.382,1336.111,2017,13.01,27.5,0,0,0,0,1,0,0,0,0,0,0,0
20.033,1488.996,2017,13.21,50.0,0,0,0,0,0,1,0,0,0,0,0,0
20.48,1742.854,2017,13.11,65.7,0,0,0,0,0,0,1,0,0,0,0,0
19.827,1620.66,2017,13.19,40.7,0,0,0,0,0,0,0,1,0,0,0,0
17.733,1384.401,2017,13.3,26.6,0,0,0,0,0,0,0,0,1,0,0,0
15.853,1354.825,2017,12.84,7.9,0,0,0,0,0,0,0,0,0,1,0,0
12.413,1612.015,2017,12.97,36.8,0,0,0,0,0,0,0,0,0,0,1,0
11.547,2275.233,2017,12.5,46.6,0,0,0,0,0,0,0,0,0,0,0,1
12.016,2709.396,2018,12.23,44.7,1,0,0,0,0,0,0,0,0,0,0,0
12.909,1954.956,2018,12.62,20.0,0,1,0,0,0,0,0,0,0,0,0,0
18.047,1884.175,2018,12.99,50.2,0,0,1,0,0,0,0,0,0,0,0,0
